iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper,"TP,TN,FP,FN",Human Notes,Random #
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9xhvf,,,0.8409117267
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d2zh7-v2,,,0.5168320027
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-p4fhz-v2,,,0.0598011697
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9dfbl,,,0.410404159
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-2xnwm-v3,,,0.3482113364
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-n2016,,,0.6098322172
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8xvnr-v2,,,0.2193072091
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mvww4,,,0.6199748965
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jgr4j,,,0.9434305273
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sq7jd-v2,,,0.8118035065
"10-(4-methoxyphenyl)-5,15-bis(pentafluorophenyl)benzocorrole",toluene,null,null,null,null,Synthesized with very good yield (83%) but photophysical properties not explicitly stated.,chemrxiv_10.26434_SLASH_chemrxiv-2023-qsh4c,,,0.3894017793
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ks4t3,,,0.2507403377
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-k9lwz,,,0.1892476997
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-n35nl-v2,,,0.8935047418
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jdv5f,,,0.3170212326
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-0hnvj,,,0.5417010528
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-j5kkt,,,0.9522224974
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3bbg8-v2,,,0.0363468903
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wwwb9,,,0.6650543159
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d7s84,,,0.5883770797
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-lvngd,,,0.0345209332
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-x07sq,,,0.6130346286
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-2326c-v2,,,0.6320847648
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7spxf-v2,,,0.2367490903
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0ppxl,,,0.7533026054
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rmkwg,,,0.3692170561
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hxkzg-v3,,,0.7515629539
"2,6-Bis(1,4,7-triazacyclonan-1-yl)-4H-pyran-4-ylidene)propanedinitrile",EtOH,470,740,null,null,DCM‐OH‐2‐DT shows a single NIR emission peak at about 730 nm in the presence of Aβ aggregates,chemrxiv_10.26434_SLASH_chemrxiv-2022-3gxlh-v2,,,0.1806501744
Pd[Me-AHP],9:1 v/v ethanol:tetrahydrofuran,593,627,0.84,"5.54 x 10^4 (401 nm), 1.02 x 10^4 (593 nm)",Palladium complex with methyl substituent,chemrxiv_10.26434_SLASH_chemrxiv-2023-6sc5t,,,0.4849698744
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-k1g2w,,,0.1925881715
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kbkvg,,,0.9880776664
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-ltmj2,,,0.9489318612
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9r9hl,,,0.7544198839
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qbhvh,,,0.9444467751
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7g4z2,,,0.7417885866
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2wl84,,,0.8565211378
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jbjh2,,,0.8979245925
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bqjn9,,,0.9803573834
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5ppc5,,,0.5575310001
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-pb6m1,,,0.2008314347
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-710l4,,,0.041305308
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bc9cx-v3,,,0.7144937259
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-pq6zg-v2,,,0.2500651004
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1dcqw,,,0.6263293715
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bhlvj,,,0.7223028508
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zm5d0,,,0.6327569589
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-2951t-v2,,,0.4370102645
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-fld0x,,,0.6765266075
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jg998-v2,,,0.5851976729
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nzmn8,,,0.8255642885
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-g9lr7,,,0.8348422416
BIDIPY-1-Cl,null,504,null,null,null,"Significant decomposition in dilute solutions, fluorescence emission almost completely quenched",chemrxiv_10.26434_SLASH_chemrxiv-2023-hcls5,,,0.0898755991
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-z58fd,,,0.3391105421
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-cd3pj,,,0.6042559647
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-kls5q,,,0.4107645294
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-t5wrn,,,0.2754468832
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rh8ck,,,0.4223678638
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-44l9s,,,0.5171371112
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-25k81,,,0.5385659442
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-nz8ph,,,0.1918815731
"sodium 8-aminopyrene-1,3,6-trisulfonate",50 mM HEPES buffer of pH 7.4,422,510,null,null,Selectivity towards Fe+3 ion with slight interference from Cu+2 ions,chemrxiv_10.26434_SLASH_chemrxiv-2023-mk57s,,,0.7880102491
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jm6sb,,,0.001791494
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-115r1,,,0.2189045653
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-59nkm,,,0.6511500662
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-dklsp,,,0.9234402573
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6dncp,,,0.7842571943
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-qsgcq,,,0.4515139763
PHODIPY,dichloromethane,467,510,0.8,null,cationic due to phenylphosphenium ion fragment,chemrxiv_10.26434_SLASH_chemrxiv-2024-c87hb,,,0.7901946923
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5p0r4,,,0.1039422606
"9,9'-(11,12-difluorodibenzo[a,c]phenazine-3,6-diyl)bis(N3,N3,N6,N6-tetraphenyl-9H-carbazole-3,6-diamine)",toluene,354,675,0.09,4.1×10^4 (354 nm),The compound exhibits a mixture of locally-excited (LE) and CT character in its T1 state.,chemrxiv_10.26434_SLASH_chemrxiv-2023-93jq8,,,0.1109174686
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rsbjr,,,0.9571804556
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2mr95-v2,,,0.3052737985
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-fw8p2,,,0.733669494
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-t58lb-v3,,,0.9474531654
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-zd7mz,,,0.9766148522
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mn1h9,,,0.8637151436
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-3pcgp,,,0.7210509242
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fhn1k,,,0.0942937576
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-k0svz,,,0.9341783025
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h67fz,,,0.3400717059
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-pv5zx,,,0.1344568662
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-0cbr9,,,0.9648410976
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-j9f96,,,0.9266208902
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1hhg9-v2,,,0.3261447602
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dh07n,,,0.9102053288
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-78vb3-v2,,,0.0880926745
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tg4l3,,,0.9222436505
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-40szn,,,0.9200643154
Phenyl Isoquinolone Peptide (15),MeOH,362,413,0.14,4610 (362 nm),Lower quantum yield compared to benzoisoquinolonyl peptides,chemrxiv_10.26434_SLASH_chemrxiv-2023-1xg8h,,,0.1877031778
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z8lw3,,,0.849450656
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1cl1f-v2,,,0.2622068287
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-959gm,,,0.4993462591
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hzs2b,,,0.3558386511
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-prw8k,,,0.5585861285
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w1m55,,,0.7082894209
"9,10-bis(phenylethynyl)anthracene (BPEA)",PMMA,500,null,0.907,null,"Cyan fluorescence, high photoluminescence quantum yield",chemrxiv_10.26434_SLASH_chemrxiv-2024-x6b9h,,,0.7497960425
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-htpkd-v2,,,0.7539954791
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qhsj9,,,0.9102881176
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wps77,,,0.596858446
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3xrkp,,,0.2970682725
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-kxpj1-v2,,,0.8656780617
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-44nwt,,,0.3553432561
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-t0zn6,,,0.6773053689
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1917n,,,0.3013791624
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9nz6h,,,0.1286679143
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5vpzk-v2,,,0.0804368607
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-j1kqg,,,0.8182316718
"Nickel(II) tetrakis(2,4,6-trimethylphenyl)porphyrin",toluene,415,null,null,null,"Photoexcited nickel porphyrin with electronic and spin sensitivities, exhibiting hot charge transfer chromophore properties.",chemrxiv_10.26434_SLASH_chemrxiv-2024-lpxzb,,,0.9554462568
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-94pg8,,,0.6429206063
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hb73w,,,0.7318462564
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sfchs,,,0.5808280148
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4mw5f,,,0.5295709237
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-647cr,,,0.1853324524
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vfq1n,,,0.9616938704
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-g96m1,,,0.9312089419
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-x6spt,,,0.4174317378
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fmf9k,,,0.6898873749
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ngv4j,,,0.2604175378
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-f1qpt,,,0.0295179731
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dmvk9-v2,,,0.5743782467
null,null,null,null,null,null,null,pubmed_11546782,,,0.2636808716
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-078mj,,,0.6408087388
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5nx25-v2,,,0.7995600665
DCVJ-Halo,null,473,null,0.03,350 (473 nm),"low brightness, not further studied",chemrxiv_10.26434_SLASH_chemrxiv-2024-r8h2d,,,0.7554393657
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0dxz6,,,0.9107494305
null,null,null,null,null,null,null,pubmed_11566259,,,0.7336379266
rhodanine derivative 1,THF/CS2 (1:1),403,null,0.98,null,"global minimum is the 1-Z isomer, strongly blue-shifted absorptions",chemrxiv_10.26434_SLASH_chemrxiv-2024-v95dn,,,0.1875746795
Compound 1,n-hexane,297,null,null,2.08 × 10^4 (297 nm),Thermally reversible type (T-type) photochromic reaction,chemrxiv_10.26434_SLASH_chemrxiv-2023-b9r1z-v2,,,0.3603335766
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5fthz,,,0.4130216069
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3b5nh,,,0.5950361306
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6v0sj-v2,,,0.7364144328
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jfg49-v2,,,0.3803280606
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qhmqn,,,0.5922830736
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-prjc2,,,0.8801350405
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w3lxs,,,0.6627669767
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0mkw8,,,0.6044262496
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w75d9,,,0.4632406712
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-nfq7h-v2,,,0.0271514643
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5rkxz,,,0.4538054494
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-k2qdm,,,0.4037754731
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7cbk2,,,0.4448798681
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pg8rc,,,0.370447943
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-73hdl,,,0.3988663743
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4r9m0,,,0.8708045415
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7n62r,,,0.4020745703
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kglxm-v2,,,0.5696488013
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ph6m0,,,0.302224797
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-94ct5,,,0.0849640782
"2-(4-Hydroxyphenyl)-2-oxoethyl 3,5-dihydroxy-3-methylpentanoate",null,null,null,null,null,mevalonate product is unstable in both organic and aqueous solutions due to intramolecular lactonization,chemrxiv_10.26434_SLASH_chemrxiv-2024-z0js4,,,0.5171190179
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5d72m,,,0.92585357
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-6ldv7,,,0.5063133852
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-z1fq5,,,0.8708566499
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-150z3-v2,,,0.8734533966
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rt8kr,,,0.9243912892
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rqgvt,,,0.1893024186
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-213qg,,,0.4007295058
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h6rql,,,0.0253818261
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-p94mm-v2,,,0.8868200306
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tp95r-v2,,,0.0325228365
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gxht4,,,0.6458660671
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-r461c,,,0.0076674344
Py-CyA,null,360,495,0.351,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xrtp1,,,0.2761196201
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1b626,,,0.177567851
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-94t4d,,,0.2583357354
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8jwjg,,,0.5898286563
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-d1q75,,,0.9776639682
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vxrr9,,,0.1389187064
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6xq70,,,0.7411709935
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-pc1ll,,,0.0205134049
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wv36k,,,0.5657184354
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zt155-v2,,,0.8230712002
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-qqmt7,,,0.7968935799
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-x72qv-v3,,,0.1828357619
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vc2dl,,,0.7610667578
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-c7bp9,,,0.6775244765
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5w94f,,,0.3054224895
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7sn7h,,,0.2346331284
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kq40n-v2,,,0.5398787179
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zk9qv,,,0.3542280495
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2s98x,,,0.9716837453
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-38mdw,,,0.9796549832
"1,4,5,8-Naphthalenetetracarboxylic diimide",n-hexane,320,599,0.181,null,Size-dependent photophysical properties observed,chemrxiv_10.26434_SLASH_chemrxiv-2024-nkkmr,,,0.8143077868
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h12l6,,,0.7329595869
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hwh2g,,,0.1922009864
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-54bss,,,0.7375171985
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-v3vl0,,,0.1774144492
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-t0fgj,,,0.7054562808
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-h5c6b,,,0.3151828181
4PXZPh-[10]CPP,toluene,508,null,0.34,1.0 × 10^3 (400 nm),"CT emission in polar solvents, biexponential emission decay kinetics",chemrxiv_10.26434_SLASH_chemrxiv-2022-41pf6,,,0.5333336419
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7414b,,,0.860591382
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-x78jt,,,0.0452014259
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-p8xxp,,,0.472697064
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7b1m5,,,0.3651877709
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h49zx,,,0.487233948
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rjj1f,,,0.72924297
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-3x6rc,,,0.0159451927
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-r9c2g,,,0.3207959631
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-g9kxs,,,0.9938818289
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-dl842,,,0.1324009574
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-j5l9x,,,0.0256900608
DOBDiKTa,toluene,429,null,null,null,narrowband blue emission with small Stokes shift of 20 nm,chemrxiv_10.26434_SLASH_chemrxiv-2023-gbtx9,,,0.6778322954
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-m6nv8-v2,,,0.788651756
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tj786,,,0.2193657432
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-shx8j,,,0.5741054311
