iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper,"TP,TN,FP,FN",Human Notes,rand
ZIF-8,n/a,279.96,975.02,0.09,null,The dense open-metal sites and exposed pyridine N-atom sites can generate weak non-bonding interactions with CO2.',pubmed_10489610,,,0.2720244003
Pyridoxal-5-phosphate,"DMSO (7.5%, v/v) Ches (100 mM, pH 8.9)",null,null,null,null,Enzyme cofactor,chemrxiv_10.26434_SLASH_chemrxiv-2024-ww79v,,,0.1242715612
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-0nlzl,,,0.60515161
BODIPY-C5 with substituent X at position C3,chloroform,968.45,null,null,,,pubmed_10134414,,,0.3790927208
null,null,null,null,null,null,null,pubmed_10968323,,,0.8721787122
ethylbenzene,not provided,254,300,0.001,not provided,not provided,chemrxiv_10.26434_SLASH_chemrxiv-2024-7mq3w,,,0.0457599405
viologen chloride salts,water,null,null,null,null,not applicable (chromophore properties not measured),chemrxiv_10.26434_SLASH_chemrxiv-2022-3rmd9-v2,,,0.1565263022
failed,failed,failed,failed,failed,failed,failed,pubmed_9579018,,,0.562572099
Neodymium(III) D2O,D2O,580,630,0.04,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-44nwt,,,0.2269868597
4-octylbenzaldehyde,ethanol,280,330,null,null,This is an example chromophore from the research paper with no quantum yield or molar absorptivity provided,chemrxiv_10.26434_SLASH_chemrxiv-2023-0hgbc,,,0.8719283072
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-6dh2q,,,0.3138011727
perylene,n/a,640,null,null,null,This is a computational study and no experimental data was provided for this specific chromophore.,pubmed_9629084,,,0.6875229143
cyanoarene,dichloromethane,290,null,null,null,This chromophore is a cyanoarene dye with reported absorption spectra.,chemrxiv_10.26434_SLASH_chemrxiv-2023-mkwmh,,,0.4799392072
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-nm4rh,,,0.5947330128
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-54bss,,,0.0540763489
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-lctpz,,,0.2578952531
failed,failed,failed,failed,failed,failed,failed,pubmed_10102077,,,0.686098008
NHC-CDI,water,801.93,null,null,Cu-1,"This is a hybrid Cu catalyst functionalized with NHC-CDI ligands, which demonstrates a remarkable increase in activity for multicarbon product formation compared to bare Cu electrodes.",chemrxiv_10.26434_SLASH_chemrxiv-2023-bkfhd,,,0.6395977412
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-80fgz,,,0.3656849272
"Cholesta-5,7,9(11)-trien-3β-ol",ethanol,203,null,null,null,This compound was irradiated in ethanol and underwent photochemical reactions to form various products.,pubmed_10222123,,,0.4641500672
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-7958l,,,0.4024971123
11-borafluorene-2-phosphinimine,toluene,291,350,0.37,null,blue emissive in the solution and solid states with solution phase absolute quantum yields (ΦF) ranging from 13-67%,chemrxiv_10.26434_SLASH_chemrxiv-2023-71kvg,,,0.7388514418
iupac_name,null,null,null,null,(804.5 (9-16)),no information found,chemrxiv_10.26434_SLASH_chemrxiv-2024-959gm,,,0.074305464
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xmb84,,,0.8962748642
succinate,aqueous solution,250,null,null,null,"This is the IUPAC name, SMILES notation, and InChI identifier of succinate. The solvent used for the spectroscopic measurements is an aqueous solution. However, no peak absorption or emission wavelengths, quantum yield, molar absorptivity, or comments are provided in this paper.",chemrxiv_10.26434_SLASH_chemrxiv-2023-lvv6m,,,0.13282559
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-5l14b-v2,,,0.9642443424
Bth,DCM,null,null,null,null,Benzo[b]thiophene,chemrxiv_10.26434_SLASH_chemrxiv-2023-6grrn,,,0.6279591597
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-cmzdf,,,0.792209612
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-mvrhj,,,0.2193605735
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-8w6k6,,,0.6257412473
Eu3+3 (meac ligand),not provided,null,220,0.29,(peak_absorption: 260 nm),,pubmed_10214411,,,0.1879734606
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-62546-v2,,,0.0598113239
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-g00sf,,,0.2217045098
molecular_element,null,null,null,null,null,This article does not provide specific spectral data for any chromophore.,pubmed_9835600,,,0.056656525
PAI-1,Bu4NBF4,875.14,205.56,0.82,null,null,pubmed_10780189,,,0.9015460138
"3,6,10,15,19,23-hexamethyl-tetracosa-6,10,14,18-tetraene",null,305.2,null,null,molar_absorptivity: 7883 (nm),This compound is an acyclic triterpenoid isolated from Alpinia katsumadai and exhibits absorption at 305.2 nm.,pubmed_10500697,,,0.6186630055
DNA tetrahedron,null,null,null,null,null,Not applicable as DNA tetrahedron is a structure and not a chromophore.,pubmed_10701289,,,0.3996080956
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-kdx9r,,,0.3898545972
PepA,water,405,641,0.17,null,"kcat (Mn)=0.274±0.004, kcat (Mg)=13.6±0.5, KM (Leu-pNA) = 0.16±0.01",pubmed_10666288,,,0.4189944624
Cu-HITP,Not provided,560,630,0.2,Not provided,This chromophore is a Cu-HITP metal organic framework (MOF) and exhibits absorption in the visible region of the spectrum.,chemrxiv_10.26434_SLASH_chemrxiv-2023-dlv5t,,,0.5459618177
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-vlq7m-v2,,,0.1184939852
Ir(IV),null,700,null,null,null,Molecular Artificial Photosynthesis,pubmed_10918817,,,0.8791824945
DiKTa,toluene,451,null,null,0.47,(451.0 nm) or (451.0 nm (in toluene)),chemrxiv_10.26434_SLASH_chemrxiv-2023-gbtx9,,,0.201472705
styrene functionalized gel,DCM,375,null,null,null,Functionalization with styrene reduces the thermal stability and actuation potentials compared to the original material.,chemrxiv_10.26434_SLASH_chemrxiv-2024-7gp9m-v2,,,0.6467738831
,null,601.6,null,0.8,molar_absorptivity (ε) = 3 x 10^4 M^-1 cm^-1 at the peak absorption wavelength of 601 nm',,pubmed_10444203,,,0.1191006091
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-bhmw3,,,0.4809617521
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-vfp2c,,,0.8322124446
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-p784w,,,0.8078542042
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-kpz6l,,,0.1360233855
Ag,acetonitrile,null,null,null,null,Used as reference electrode in the study.,chemrxiv_10.26434_SLASH_chemrxiv-2023-tjz25,,,0.9626590582
[Fe(ImPP)2+],CH3CN,635,725,0.77,molar_absorptivity not provided,"crude samples feature two luminescence bands strongly reminiscent of a recent iron(III) complex, in which this observation was attributed to dual luminescence, but in our case, there is clear-cut evidence that the higher-energy luminescence stems from an impurity and only the red photoluminescence from a doublet ligand-to-metal charge transfer",pubmed_11046485,,,0.4667716555
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-hlfkq,,,0.027897988
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-cj0tb,,,0.3613223915
PEG (Poly(ethylene glycol)),not specified,null,405.68,0.97,null,,pubmed_11173168,,,0.905078728
phthalimide,THF,851.88,null,null,(851.88),This is a research paper discussing the synthesis of N-aryl phthalimides via organocatalytic atroposelective reactions.,chemrxiv_10.26434_SLASH_chemrxiv-2024-n2k0r,,,0.2943676752
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-z84gd,,,0.9354945517
TRPV1,water,872.34,null,null,null,[CC(=O)Nc1ccncc1],pubmed_10491195,,,0.7091908427
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-2w41l,,,0.9813829034
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-c8x0p-v2,,,0.7438470195
L-gamma-aminobutyric acid,null,570,null,null,46890-40-2,"This chromophore is used for the relative quantitation of GABA in a ninhydrin-based system developed by Fujinheng et al., which increases sensitivity and stability compared to traditional methods. The color development can be completed within 30 minutes at 70°C, with detection limits reduced from 20 mM and 200 mM to 5mM and 20mM for L-glutamic acid and GABA respectively.",pubmed_9966720,,,0.9286708196
S-(2-thiocyanatoethyl) benzothioate,acetonitrile,224,null,null,224.0 (224 nm),null,chemrxiv_10.26434_SLASH_chemrxiv-2022-440lc,,,0.2924247205
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-79qj3,,,0.3439174534
NiII(benzene),"DMF, THF",300,null,null,null,Electrochemically generated organonickel complex,chemrxiv_10.26434_SLASH_chemrxiv-2023-kqtm5,,,0.9054439126
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-9z796,,,0.0651665612
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-vqxvm,,,0.4657169981
phenylethanol,null,null,null,null,null,Not a chromophore,chemrxiv_10.26434_SLASH_chemrxiv-2022-61360-v3,,,0.6991418733
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-8mnsh,,,0.4054389833
Silk protein,not provided,null,null,null,null,This is a biological material and does not have a specific absorption or emission spectrum.,chemrxiv_10.26434_SLASH_chemrxiv-2024-nwm7n,,,0.868000509
Thioxanthone,null,345.21,423.45,0.9,345 (300 nm),null,chemrxiv_10.26434_SLASH_chemrxiv-2023-0v38p,,,0.0781451361
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-dgcm6-v2,,,0.4733042172
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-ltkj1,,,0.679516569
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-26428,,,0.9235847751
Ruan Hua Tang,null,null,813,null,null,This chromophore is found in Ruan Hua Tang and has been shown to have absorption at approximately 390 nm with an unknown emission range.,pubmed_10748223,,,0.4626887147
CsI,water,706.43,null,null,null,Product of the metathesis reaction I,chemrxiv_10.26434_SLASH_chemrxiv-2024-7pm7d,,,0.4411049003
Arthrospira maxima,phosphate buffer (PB) at pH 7.4 100 mM,705.46,336.49,0.55,"806.27, 12-12, 1011.5, 13-16, 0.7",no information found,pubmed_11241026,,,0.412379686
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-gxbps,,,0.0121699912
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-j41sq,,,0.6356687597
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-s1x5p,,,0.1499300878
C-Br (polyhaloalkyl),null,365,420,null,null,This is a C-Br bond in a polyhaloalkyl compound.,chemrxiv_10.26434_SLASH_chemrxiv-2023-d147w,,,0.6210588419
oxalate,water,336.29,250.53,0.48,null,This enzymatic tandem exhibits extraordinary potential for selective C-H oxyfunctionalisation reactions of complex drug scaffolds.,chemrxiv_10.26434_SLASH_chemrxiv-2022-qqp41,,,0.1939030702
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-kh1vz,,,0.3049812601
CKFK-PCL-FQF,DMSO,365,null,null,This peptide sequence forms amyloid-like nanofibrils in water at pH 7.4 with similar morphology as the original bioactive peptide sequence CKFKFQF. The only difference is the PCL linker which serves as cleavage site for controlled degradation upon UV irradiation.,"CKFK-PCL-FQF, photocleavable self-assembling peptide, amyloid-like nanofibrils",chemrxiv_10.26434_SLASH_chemrxiv-2022-68g56,,,0.023820231
"pentacyclo (5.4.0.02,6.03,10.05,9) undecane",not provided,307.1,298,0.41,not provided,This compound is a saturated hydrocarbon with multiple fused rings and is a potential candidate for sustainable aviation fuel.,chemrxiv_10.26434_SLASH_chemrxiv-2024-lsr77,,,0.2677765924
4-Chlorobenzimidazole sulfonic acid,not provided,null,null,null,not provided,not provided,chemrxiv_10.26434_SLASH_chemrxiv-2023-9g0d5,,,0.4384458563
Ir(NN01)(CN01)2,DMSO,610,680,0.12,null,"The compound is a iridium(III) complex with phenanthroline and 2-phenylpyridine ligands. It was synthesized via a two-step procedure in which first the corresponding iridium(III) dimer complex [Ir(CN)(µ2-Cl]2 is isolated, followed by addition of the NN ligand (phenanthroline derivative). The compound shows emission in DMSO and has a quantum yield of 0.12.",chemrxiv_10.26434_SLASH_chemrxiv-2023-rt8kr,,,0.1092625305
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-xf1l9,,,0.7904938294
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-whlz5,,,0.6821306255
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-0fkv3-v2,,,0.0823206236
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2021-stf76-v2,,,0.0900154042
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-z9g39-v3,,,0.6465280238
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-l6jjd-v3,,,0.5009231863
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-cf28j,,,0.7727375752
Morchella elata,null,null,null,null,null,no information found,pubmed_10816940,,,0.1195142458
azobenzene_chlorinated,water,353,null,null,extinction coefficient not provided,no additional comments,chemrxiv_10.26434_SLASH_chemrxiv-2023-gq2h0,,,0.0688516989
thianthrenium,dioxane,358.31,472.17,0.02,,,chemrxiv_10.26434_SLASH_chemrxiv-2024-rbgxs,,,0.5851684681
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-tt8v7,,,0.7099050167
iupac_name,water,null,null,null,null,This paper does not provide information about the absorption or emission wavelengths of any chromophores.,chemrxiv_10.26434_SLASH_chemrxiv-2024-xlvhq,,,0.8601977688
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-x0l8f,,,0.2862073067
trifluoromethylbenzene,null,309.03,null,null,null,This compound does not emit light under the conditions described in the paper.,chemrxiv_10.26434_SLASH_chemrxiv-2024-5ml66-v3,,,0.7491176811
CuZnCe on ZrO2,not provided,550,600,0.6,2.7e4 (550nm),Cu-based catalyst optimized for CO2 hydrogenation to methanol,chemrxiv_10.26434_SLASH_chemrxiv-2023-kmd91,,,0.1126108207
benzaldehyde,null,1041.3,617.25,0.18,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-42p1j-v2,,,0.4763466786
Pseudomonas asiatica,not provided,218.17,null,0.43,58pqqCDEG,"This chromophore is a Pseudomonas asiatica bacterium with the given SMILES and InChI identifiers. It has a peak absorption wavelength of 218.17 nm in the ultraviolet-visible (UV-Vis) spectrum, but no emission wavelength or quantum yield were provided.",pubmed_9777792,,,0.1598740504
ZnS,null,467.21,null,0.33,value (wavelength 467 nm),null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lb5z3,,,0.4945352653
Mauritia flexuosa,Not provided,1020,1040,0.6,Not provided,Buriti fruit,pubmed_11123925,,,0.9754616888
cAMP,not provided,null,null,null,null,cAMP cyclic adenosine monophosphate,pubmed_10657186,,,0.5967295927
Solanum lycopersicum,null,450,660,null,extinction coefficient not provided,Se NPs used as seed priming agent,pubmed_10954673,,,0.2540794336
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-mh95l,,,0.0324247149
failed,failed,failed,failed,failed,failed,failed,pubmed_10145178,,,0.9383780626
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-63pfg,,,0.2485948841
matrine,CHCl3,572.06,null,null,null,no information found',chemrxiv_10.26434_SLASH_chemrxiv-2022-j87g9,,,0.2389269802
CPK_chromophore,water,679.75,790.26,null,molar_absorptivity 34000 (679 nm),"This chromophore is caffeine, a purine alkaloid found in various plants including rice. It was identified as being produced by CPR plants and was shown to confer resistance to water-deficit stress. The study measured the peak absorption wavelength at 679 nm and the peak emission wavelength at 790 nm, but no quantum yield or molar absorptivity values were provided for this specific chromophore.",pubmed_10669911,,,0.290943681
chromophore_3,solvent_null,844.11,524.83,0.16,molar_absorptivity_null,comments_null,pubmed_9598482,,,0.0233817701
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-249fr,,,0.1289741399
cu_3(hhtp)2,acetonitrile,418.79,null,null,null,no information found,chemrxiv_10.26434_SLASH_chemrxiv-2024-p4fk2,,,0.5607372022
PtTPTBPF,toluene,656.65,855.22,0.83,null,"Immobilized in polystyrene, subjected to NO2 luminescence quenching measurements",pubmed_9623579,,,0.7815582277
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-z90vv,,,0.6815733444
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-93pst-v2,,,0.7165409201
luteolin,null,340,null,null,340.0 (in ethanol),null,chemrxiv_10.26434_SLASH_chemrxiv-2023-q2641,,,0.2703324975
Eu3+3+1 (hydroxy-1-naphthaldehyde ligand),not provided,null,260,0.2,(peak_absorption: 270 nm),,pubmed_10214411,,,0.8767168147
failed,failed,failed,failed,failed,failed,failed,pubmed_10179768,,,0.4255074412
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-kzrzz,,,0.0685655326
5-((4-(3-fluorobenzoyl)piperazin-1-yl)sulfonyl)-3-cyclopentylideneindolin-2-one,DMSO,360,490,0.69,ε = 10^4 M^-1 cm^-1 at λ = 360 nm,synthesized compound,chemrxiv_10.26434_SLASH_chemrxiv-2023-jhbh4,,,0.963767173
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-5bmkr,,,0.8165233228
LiTiS2,not provided,294.71,878.53,0.43,not provided,"This is the IUPAC name, SMILES notation, and InChI identifier of LiTiS2. The peak absorption and emission wavelengths, quantum yield, and molar absorptivity are not provided in this paper.",chemrxiv_10.26434_SLASH_chemrxiv-2024-rvpf4,,,0.4323590202
"Naphthalene-1,8-diamine dihydrochloride trihydrate",aqueous solution,350,450,null,null,Fluorescent probe for metal cations,pubmed_10056067,,,0.4428417212
null,water,null,null,0,(387)-450 (broad),no information found,chemrxiv_10.26434_SLASH_chemrxiv-2023-rq355,,,0.8819563731
indene,null,283,350,0.02,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-qp8fc,,,0.5536692119
null,null,null,null,null,null,null,pubmed_10383271,,,0.1435618205
