iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper
null,null,null,null,null,null,null,pubmed_11598366
null,null,null,null,null,null,null,pubmed_11595074
null,null,null,null,null,null,null,pubmed_11575425
4-aminobiphenyl,null,null,null,null,null,"LOD: 10.2 μg/kg, LOQ: 33.9 μg/kg, Linear Range: 27–1947.2 μg/kg, R²: 0.9966",pubmed_11574252
benzidine,null,null,null,null,null,"LOD: 17.9 μg/kg, LOQ: 59.5 μg/kg, Linear Range: 52.3–507 μg/kg, R²: 1.000",pubmed_11574252
4-chloro-2-methylaniline,null,null,null,null,null,"LOD: 8.0 μg/kg, LOQ: 26.5 μg/kg, Linear Range: 27–507 μg/kg, R²: 0.9999",pubmed_11574252
2-naphthylamine,null,null,null,null,null,"LOD: 12.2 μg/kg, LOQ: 40.7 μg/kg, Linear Range: 52.3–507 μg/kg, R²: 0.9974",pubmed_11574252
o-aminoazotoluene,null,null,null,null,null,"LOD: 15.0 μg/kg, LOQ: 49.9 μg/kg, Linear Range: 52.3-1947.2 μg/kg, R²: 0.9985",pubmed_11574252
2-amino-4-nitrotoluene,null,null,null,null,null,"LOD: 32.3 μg/kg, LOQ: 107.7 μg/kg, Linear Range: 102.7-1947.2 μg/kg, R²: 0.9991",pubmed_11574252
4-chloroaniline,null,null,null,null,null,"LOD: 18.5 μg/kg, LOQ: 61.8 μg/kg, Linear Range: 52.3–507 μg/kg, R²: 0.9985",pubmed_11574252
"4,4'-methylenedianiline",null,null,null,null,null,"LOD: 28.5 μg/kg, LOQ: 94.8 μg/kg, Linear Range: 102.7–507 μg/kg, R²: 1.000",pubmed_11574252
"3,3'-dichlorobenzidine",null,null,null,null,null,"LOD: 6.2 μg/kg, LOQ: 20.8 μg/kg, Linear Range: 27–507 μg/kg, R²: 0.9988",pubmed_11574252
"3,3'-dimethylbenzidine",null,null,null,null,null,"LOD: 3.7 μg/kg, LOQ: 12.2 μg/kg, Linear Range: 13.1-253.4 μg/kg, R²: 0.9994",pubmed_11574252
"4,4'-diamino-3,3'-dimethyldiphenylmethane",null,null,null,null,null,"LOD: 2.8 μg/kg, LOQ: 9.5 μg/kg, Linear Range: 13.1-253.4 μg/kg, R²: 0.9992",pubmed_11574252
"4,4'-oxydianiline",null,null,null,null,null,"LOD: 27.3 μg/kg, LOQ: 91.1 μg/kg, Linear Range: 102.7–507 μg/kg, R²: 0.9997",pubmed_11574252
"4,4'-thiodianiline",null,null,null,null,null,"LOD: 70.7 μg/kg, LOQ: 235.7 μg/kg, Linear Range: 253.4-1947.2 μg/kg, R²: 0.9998",pubmed_11574252
"2,4,5-trimethylaniline",null,null,null,null,null,"LOD: 5.4 μg/kg, LOQ: 18.0 μg/kg, Linear Range: 27-253.4 μg/kg, R²: 0.9991",pubmed_11574252
o-anisidine,null,null,null,null,null,"LOD: 8.3 μg/kg, LOQ: 27.6 μg/kg, Linear Range: 27-253.4 μg/kg, R²: 0.9987",pubmed_11574252
"3,3'-dimethoxybenzidine",null,null,null,null,null,"LOD: 6.1 μg/kg, LOQ: 20.4 μg/kg, Linear Range: 27-253.4 μg/kg, R²: 1.000",pubmed_11574252
p-cresidine,null,null,null,null,null,"LOD: 7.5 μg/kg, LOQ: 25.1 μg/kg, Linear Range: 27-253.4 μg/kg, R²: 0.9991",pubmed_11574252
"4,4'-dimethylene bis (2-chloroaniline)",null,null,null,null,null,"LOD: 5.4 μg/kg, LOQ: 18.0 μg/kg, Linear Range: 27–507 μg/kg, R²: 0.9996",pubmed_11574252
"2,4-dimethylaniline",null,null,null,null,null,"LOD: 8.7 μg/kg, LOQ: 28.9 μg/kg, Linear Range: 27-253.4 μg/kg, R²: 0.9988",pubmed_11574252
not specified,not specified,null,460.0,null,not specified,NanoBiT system emits at 460 nm using furimazine substrate,pubmed_11574019
null,null,null,null,null,null,null,pubmed_11566259
"1,8-naphthalimide",water,436.0,540.0,0.014,null,Fluorescence quenching observed due to proximity of TEMPO radicals; photostability noted.,pubmed_11615848
"4-(2,6,6-trimethylcyclohex-1-enyl)but-3-en-2-ylpyrazine-2-carboxylate",Tris-HCl buffer,268.0,418.0,null,7.6 × 10³ M⁻¹ (binding constant),null,pubmed_11564724
failed,failed,failed,failed,failed,failed,failed,pubmed_11563456
null,null,null,null,null,null,null,pubmed_11563434
null,null,null,null,null,null,null,pubmed_11562817
α-sexithiophene,null,800.0,null,null,null,The α6T cation absorption shows a definite red shift and narrowing over time due to symmetry breaking caused by the C60 anion.,pubmed_11561185
α-6T cation in CT state,null,750.0,null,null,null,The α6T cation in the charge transfer state exhibits a blue-shifted absorption spectrum compared to the separate cation.,pubmed_11561185
null,null,null,null,null,null,null,pubmed_11613326
null,null,null,null,null,null,null,pubmed_11562003
failed,failed,failed,failed,failed,failed,failed,pubmed_11561307
null,null,null,null,null,null,null,pubmed_11591729
cy3,null,550.0,570.0,null,null,Fluorophore used in FRET experiments to confirm triplex formation and signal transduction.,pubmed_11557920
cy5,null,650.0,670.0,null,null,Fluorophore used in FRET experiments to confirm triplex formation and signal transduction.,pubmed_11557920
null,null,null,null,null,null,null,pubmed_11575602
null,null,null,null,null,null,null,pubmed_11551916
null,null,null,null,null,null,null,pubmed_11551189
commelinin,null,null,null,null,null,"metalloanthocyanin, stable under acidic conditions, self-assembled supramolecular pigment",pubmed_11535004
Jeff-aminopolymer conjugated zinc tetraphenylporphyrin,THF,424.0,655.0,0.7,null,Enhanced DNA and protein binding capabilities compared to ZnTPP,pubmed_11632779
zinc tetraphenylporphyrin,DMF,403.0,595.0,0.75,null,Standard photosensitizer used for comparison in singlet oxygen generation studies,pubmed_11632779
null,null,null,null,null,null,null,pubmed_11613316
chromis-1 acid,aqueous buffer,349.0,null,null,null,pH-dependent emission shift due to ESPT,pubmed_11586903
model compound 1a,ethanol,350.0,null,null,null,excited-state proton transfer in TFE,pubmed_11586903
model compound 1b,aqueous buffer,346.0,489.0,0.65,2.3e4 L/mol·cm,pH-dependent absorption and emission,pubmed_11586903
model compound 5a,organic solvents,345.0,467.0,null,2.3e4 L/mol·cm,reduced excited-state basicity,pubmed_11586903
model compound 5b,aqueous buffer,345.0,467.0,null,2.3e4 L/mol·cm,maintained two-photon brightness,pubmed_11586903
Phosphonium [OTf] 1,toluene,371.0,540.0,0.14,null,Group A,pubmed_11575608
Phosphonium [OTf] 2,toluene,383.0,587.0,0.17,null,Group B,pubmed_11575608
Phosphonium [OTf] 3,toluene,391.0,619.0,0.16,null,Group A,pubmed_11575608
Phosphonium [OTf] 4,toluene,341.0,532.0,0.59,null,Group A,pubmed_11575608
Phosphonium [OTf] 5,toluene,370.0,516.0,0.91,null,Group B,pubmed_11575608
Phosphonium [OTf] 6,toluene,363.0,573.0,0.4,null,Group C,pubmed_11575608
Phosphonium [OTf] 7,toluene,397.0,566.0,0.49,null,Group C,pubmed_11575608
dpqMe2,H2O,345.0,null,0.16,4470 (345),EuL1 complex,pubmed_11575574
TbL1,H2O,345.0,540.0,0.5,4470 (345),TbL1 complex,pubmed_11575574
TbL3,H2O,345.0,540.0,0.3,6000 (345),TbL3 complex,pubmed_11575574
eGFP,PBS,488.0,null,null,null,Used as a fluorescent protein for degradation studies.,pubmed_11544240
mRuby3,PBS,null,null,null,null,Used as a fluorescent protein with nuclear exclusion properties.,pubmed_11544240
mNeonGreen,PBS,null,null,null,null,Showed gradual loss of nuclear fluorescence over time.,pubmed_11544240
superfolder GFP,PBS,488.0,null,null,null,Designed for improved folding kinetics.,pubmed_11544240
mClover3,PBS,null,null,null,null,Used as a fluorescent protein with similar degradation rate to eGFP.,pubmed_11544240
Alexa Fluor 647,PBS,null,null,null,null,Used as a dye for tracking protein degradation.,pubmed_11544240
Cascade Blue,PBS,null,null,null,null,Used as a dye for injection markers.,pubmed_11544240
TMR,PBS,null,null,null,null,Used as a site-specific conjugate for protein labeling.,pubmed_11544240
Cy5-2,PBS,null,null,null,null,Used as a dye with fast cellular export rate.,pubmed_11544240
Cy5-4,PBS,null,null,null,null,Used as a dye with slower cellular export rate.,pubmed_11544240
failed,failed,failed,failed,failed,failed,failed,pubmed_11625311
i2bodipy,null,null,null,0.88,null,I2BODIPY has a high triplet quantum yield (ϕT=88%) and is suitable for light-induced pulsed EPR dipolar spectroscopy.,pubmed_11563202
null,null,null,null,null,null,null,pubmed_11549923
null,null,null,null,null,null,null,pubmed_11573591
null,null,null,null,null,null,null,pubmed_11556312
failed,failed,failed,failed,failed,failed,failed,pubmed_11536863
null,null,null,null,null,null,null,pubmed_11571211
null,null,null,null,null,null,null,pubmed_11565643
chloro(meso-tetrakis(phenyl)porphyrin) manganese(III),dichloromethane,467.0,null,null,501187 (467 nm),catalyst for degradation of calmagite,pubmed_11547405
calmagite,water,538.0,null,null,null,azo dye chromophore,pubmed_11547405
null,null,null,null,null,null,null,pubmed_11532646
null,null,null,null,null,null,null,pubmed_11532330
null,null,null,null,null,null,null,pubmed_11547923
null,null,null,null,null,null,null,pubmed_11582443
null,null,null,null,null,null,null,pubmed_11574814
canthaxanthin,null,679.0,708.0,null,124000 L/(mol·cm),Present in A. panamensis PSI along with echinenone and β-carotene.,pubmed_11565984
echinenone,null,679.0,708.0,null,120000 L/(mol·cm),Present in A. panamensis PSI along with canthaxanthin and β-carotene.,pubmed_11565984
β-carotene,null,679.0,708.0,null,141000 L/(mol·cm),Present in A. panamensis PSI along with canthaxanthin and echinenone.,pubmed_11565984
null,null,null,null,null,null,null,pubmed_11547820
null,null,null,null,null,null,null,pubmed_11547768
null,null,null,null,null,null,null,pubmed_11547567
null,null,null,null,null,null,null,pubmed_11531472
null,null,null,null,null,null,null,pubmed_11591556
null,null,null,null,null,null,null,pubmed_11530669
null,null,null,null,null,null,null,pubmed_11530492
failed,failed,failed,failed,failed,failed,failed,pubmed_11529717
null,null,null,null,null,null,null,pubmed_11529560
null,null,null,null,null,null,null,pubmed_11528912
null,null,null,null,null,null,null,pubmed_11528372
null,null,null,null,null,null,null,pubmed_11623229
null,null,null,null,null,null,null,pubmed_11597886
null,null,null,null,null,null,null,pubmed_11597873
null,null,null,null,null,null,null,pubmed_11575644
null,null,null,null,null,null,null,pubmed_11562853
Subphthalocyanine dimer 1,THF,593.0,null,0.5,130000 (wavelength nm),null,pubmed_11555671
Subphthalocyanine dimer 2,THF,601.0,null,0.5,130000 (wavelength nm),null,pubmed_11555671
Subphthalocyanine dimer 3,THF,597.0,null,0.5,130000 (wavelength nm),null,pubmed_11555671
Subphthalocyanine dimer 4,THF,625.0,null,0.34,140000 (wavelength nm),null,pubmed_11555671
null,null,null,null,null,null,null,pubmed_11554577
null,null,null,null,null,null,null,pubmed_11548375
null,null,null,null,null,null,null,pubmed_11548044
null,null,null,null,null,null,null,pubmed_11547857
null,null,null,null,null,null,null,pubmed_11547569
null,null,null,null,null,null,null,pubmed_11547487
"7α,12α-dihydroxy-3β-[(7-nitro-2,1,3-benzoxadiazol-4-yl)amino]-5β-oxocholan-24-yl]amino]ethane sulfonic acid",null,null,null,null,null,Fluorophore-coupled taurocholic acid used for intravital imaging of bile acid transport in liver and kidney of mice. Exhibits similar transport properties to [3H]-TCA.,pubmed_11579514
null,null,null,null,null,null,null,pubmed_11561595
null,null,null,null,null,null,null,pubmed_11548121
null,null,null,null,null,null,null,pubmed_11547504
null,null,null,null,null,null,null,pubmed_11546782
"3,5-dihydroxy-6-methoxyflavone",null,320.0,null,null,null,"Dihydromyricetin interacts with soy protein isolate and inulin through hydrogen bonding and hydrophobic interactions, affecting the structure and properties of the ternary complexes.",pubmed_11544975
4-methoxy salicaldehyde-2-2-phenyl-hydrazono acetaldehyde,ethanol,335.0,730.0,null,high molar extinction coefficient (~1e4 M⁻¹cm⁻¹),"good photosensitizer with intense phosphorescence bands, application in photodynamic therapy",pubmed_11526036
PHD2.Fe(III).2OG complex,null,599.5,null,null,null,The chromophore exhibits a peak absorption wavelength ranging from 596 to 603 nm.,pubmed_11525979
failed,failed,failed,failed,failed,failed,failed,pubmed_11525480
null,null,null,null,null,null,null,pubmed_11618044
flavin mono-nucleotide (FMN),null,437.0,null,null,null,"The chromophore FMN is involved in the BLUF domain's photoactivation mechanism, interacting with Gln48 and Tyr6. The absorption wavelength shifts upon photoactivation.",pubmed_11613238
null,null,null,null,null,null,null,pubmed_11582420
Indanopyrrole A,methanol,295.0,null,null,3.34 (295 nm),"antibiotic activity against Gram-positive and some Gram-negative bacteria, absolute configuration determined bioinformatically",pubmed_11565753
Indanopyrrole B,methanol,296.0,null,null,3.51 (296 nm),"inactive at tested concentrations, dichlorinated derivative of Indanopyrrole A, absolute configuration determined bioinformatically",pubmed_11565753
null,null,null,null,null,null,null,pubmed_11546702
null,null,null,null,null,null,null,pubmed_11533990
"5-(4-(10-Ethyl-7-formyl-10H-phenothiazin-3-yl)phenyl)-10,15,20-triphenylporphyrin",DCM,420.0,653.0,0.01,371000 (420 nm),null,pubmed_11575637
"5-(4-(10-Ethyl-7-formyl-10H-phenothiazin-3-yl)phenyl)-10,15,20-triphenylporphyrin In(III) chloride",DCM,425.0,654.0,0.3,311000 (425 nm),null,pubmed_11575637
"5-(7-((Ferrocene-1-yl)vinyl)-10-methyl-10H-phenothiazin-3-yl)-10,15,20-triphenylporphyrin",DCM,423.0,656.0,0.03,252000 (423 nm),null,pubmed_11575637
"5-(7-((Ferrocene-1-yl)vinyl)-10-methyl-10H-phenothiazin-3-yl)-10,15,20-triphenylporphyrin In(III) chloride",DCM,424.0,654.0,0.29,236000 (424 nm),null,pubmed_11575637
"5-(7-((Ferrocene-1-yl)vinyl)-10-methyl-10H-phenothiazin-3-yl)-10,15,20-triphenylporphyrin Zn(II)",DCM,420.0,650.0,0.1,262000 (420 nm),null,pubmed_11575637
"5-(10-Methyl-10H-phenothiazin-3-yl)-10,15,20-tris(4-bromophenyl)porphyrin In(III) chloride",DCM,420.0,656.0,0.03,329000 (420 nm),null,pubmed_11575637
"10,15,20-Triphenyl-21,23-indium(III) chloride porphyrin",DCM,425.0,651.0,0.22,434000 (425 nm),null,pubmed_11575637
oligo(p-phenylenevinylene)-derived π-gelators,chloroform/methanol,null,null,null,null,Used for forming nanorods at the air–water interface with specific fluorescence properties.,pubmed_11575615
azobenzene derivatives,null,null,null,null,null,Discussed in the context of photoinduced traveling waves in condensed Langmuir monolayers.,pubmed_11575615
indigo-based microrobots,null,null,null,null,null,Magnetic navigation for oil removal applications.,pubmed_11575615
null,null,null,null,null,null,null,pubmed_11563941
null,null,null,null,null,null,null,pubmed_11529609
Adenosylcobalamin,null,490.0,null,null,null,Chromophore used by LitR for light sensing in the blue-green range (450-530 nm),pubmed_11519972
null,null,null,null,null,null,null,pubmed_11519928
null,null,null,null,null,null,null,pubmed_11547870
retinal,null,null,null,null,null,Chromophore used is 11-cis-retinal; absorption range from 350-611 nm.,pubmed_11512451
null,null,null,null,null,null,null,pubmed_11544725
p-nitrophenol,aqueous solution,320.0,null,null,null,Low fluorescence due to rapid internal conversion and intersystem crossing; molar absorptivity not specified in the paper.,pubmed_11544619
5MeBDP,DMSO,null,null,null,null,Tested in DMSO and EtOH solvents. Showed red-shifted absorption after modification. Exhibited photodynamic activity against bacteria under light activation.,pubmed_11541523
5MeBDP-1,EtOH,null,null,null,null,Tested in DMSO and EtOH solvents. Showed enhanced 1O2 production compared to other derivatives. Effective against Gram-positive bacteria.,pubmed_11541523
4MeBDP,DMSO,null,null,null,null,Tested in DMSO and EtOH solvents. Exhibited moderate photodynamic activity. Less effective against Gram-negative bacteria.,pubmed_11541523
4MeBDP-1,EtOH,null,null,null,null,Tested in DMSO and EtOH solvents. Showed improved 1O2 generation compared to other derivatives. Effective against Gram-positive bacteria.,pubmed_11541523
PhBDP,DMSO,null,null,null,null,Tested in DMSO and EtOH solvents. Exhibited the highest 1O2 production among all derivatives. Highly effective against Gram-positive bacteria.,pubmed_11541523
null,null,null,null,null,null,null,pubmed_11526940
null,null,null,null,null,null,null,pubmed_11512057
null,null,null,null,null,null,null,pubmed_11506254
"Anthracene-(tris(2,4,6-trichlorophenyl)methyl-carbazole)",toluene,867.79,430.37,0.98,high,example_ string_7,pubmed_11636422
PDI-TEMPO,toluene,1081.26,694.4,0.32,null,null,pubmed_11636422
