iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper,TP/TN/FP/FN,Notes
"4-(4-hydroxy benzylidene)-1,2-dimethyl-1H-imidazol-5(4H)-one",chloroform,null,null,null,null,"The study investigates the excited state intramolecular proton transfer (ESIPT) dynamics of o-HBDI derivatives, a chromophore derived from GFP. The ESIPT is ultrafast and barrierless, with rates around 30 fs. Quantum chemical calculations and time-resolved fluorescence experiments provide insights into the molecular dynamics and structural changes following ESIPT.",pubmed_9962057,,
null,null,null,null,null,null,null,pubmed_9511693,,
"2,4-di-tert-pentylphenoxy chloro",PGMEA,679,null,null,61800,Chlorinated zinc phthalocyanine derivative with pentylphenoxy substituents.,pubmed_11683594,,
null,null,null,null,null,null,null,pubmed_9738884,,
"9-[[(2,4-dimethyl-1H-imidazo[4,5-b][1,10]benzodiazepine-11(10H)-yl)amino]-2,6-dimethoxyphenol",null,null,512,null,null,Acriflavine is a DNA intercalator used in chemotherapy and forms complexes with doxorubicin affecting their fluorescence and cytotoxicity.,pubmed_10350790,,
null,null,null,null,null,null,null,pubmed_9136828,,
[Ti2(TBC4A)2(Bphen)2],isopropanol,560,null,null,null,Bphen ligand analog with similar absorption to Ti2-Phen.,pubmed_11173645,,
failed,failed,failed,failed,failed,failed,failed,pubmed_9696890,,
aminoborane-1b,acetonitrile,null,null,0.25,null,"Oxidation potentials measured via CV range from 0.99 to 2.65 V vs. SCE, influenced by substitution patterns and electronic effects.",chemrxiv_10.26434_SLASH_chemrxiv-2022-dxnz4-v3,,
null,null,null,null,null,null,null,pubmed_9180481,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h0pmf,,
psilostachyin,null,null,null,0.32,1.8 L/(mol·cm),Cytotoxic sesquiterpene with checkpoint inhibitory activity.,pubmed_9294060,,
"bicyclo[5.4.0]decatria-2,5,9-triene",null,null,null,null,null,Azulene is a 10π-aromatic fused bicyclic hydrocarbon with no substituents or heteroatoms; its photophysical phenomena must be a manifestation of its π-electron configuration.,pubmed_10557139,,
null,null,null,null,null,null,null,pubmed_9626643,,
"chiral (2-aminocyclohexyl)-1,4,5,8-naphthalenetetraformyl diimide",chloroform and toluene,362,383,null,3.0 × 10^5 (362 nm),Monomeric reference shows strong absorption bands.,pubmed_10466316,,
null,null,null,null,null,null,null,pubmed_11213909,,
null,null,null,null,null,null,null,pubmed_9944868,,
Phenol Red,ethanol,null,null,null,null,Modification successful; SnS2 powder turned red. Anthraquinone Violet addition unsuccessful.,pubmed_10488508,,
null,null,null,null,null,null,null,pubmed_10367076,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gzs7l,,
"meso-(5-((4-formylphenyl)ethynyl)phenyl)-4,4-difluoro-4-bora-3a,4a-diaza-s-indacene BODIPY-pyrrolo[3,4-b]pyridin-5-one",DMSO,505,530,null,null,"BODIPY-pyrrolo[3,4-b]pyridin-5-one conjugates with dual emission properties",pubmed_11527740,,
PAzo-d/7,THF,364,null,null,null (absorption at 364 nm),"Mirror image of PAzo-l/7; CD signal positive in dissolved state, negative upon aggregation.",pubmed_9682918,,
null,null,null,null,null,null,null,pubmed_11684481,,
null,null,null,null,null,null,null,pubmed_10444778,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-ntg86,,
null,null,null,null,null,null,null,pubmed_9209420,,
null,null,null,null,null,null,null,pubmed_9691181,,
TBT derivative,THF/H2O mixture,430,580,0.28,8.5 × 10^13 L/(mol·cm),Solar-to-hydrogen efficiency of 18% at 400-450 nm,pubmed_11097008,,
null,null,null,null,null,null,null,pubmed_10539252,,
null,null,null,null,null,null,null,pubmed_11435278,,
null,null,null,null,null,null,null,pubmed_10609992,,
quantum_dot,null,null,null,1,null,Quantum dots used as chromophores in probes due to high quantum yield and photostability.,pubmed_11618533,,
null,null,null,null,null,null,null,pubmed_9230074,,
tert-butylcalix[4]arene,"DMF, methanol",300,null,null,null,Calixarene ligand with absorption edge at ~300 nm.,pubmed_11173645,,
failed,failed,failed,failed,failed,failed,failed,pubmed_9910066,,
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-9wzgg,,
3-Hydroxy-1-(2-(4-hydroxyphenyl)hydrazineylidene)naphthalen-2(1 H)-one,null,450,null,0,21000 mol⁻¹dm³cm⁻¹,"Azo dye with hydroxyphenyl substituent, used as chromophore in polyester fabrics.",pubmed_10700463,,
null,null,null,null,null,null,null,pubmed_9805035,,
DOX,null,480,620,0.002,1.5 × 10^4 L/(mol·cm),"Doxorubicin is a anthracycline antibiotic commonly used in cancer chemotherapy. It exhibits strong absorption at around 480 nm and emission at approximately 620 nm. The quantum yield is relatively low, around 0.002, and the molar absorptivity is typically reported as 1.5 × 10^4 L/(mol·cm).",pubmed_9878189,,
null,null,null,null,null,null,null,pubmed_10230506,,
mda-19,methanol,285,405.1,null,null,degraded product shows distinct fluorescence,pubmed_9850351,,
"1,2-Dicyanoethylene","CD3CN, CDCl3, C6D6, C6D5CD3, CD2Cl2, AcOD-d4, NH4OAc in C6D6",null,null,null,null,"The reaction involves the [2+2] cycloaddition of an alkyne with tetracyanoethylene (TCNE) to form 1,1,4,4-tetracyanobuta-1,3-diene. The mechanism was studied using NMR spectroscopy and kinetics studies.",pubmed_10099493,,
null,null,null,null,null,null,null,pubmed_11547923,,
null,null,null,null,null,null,null,pubmed_11695902,,
DA4,ddH2O,null,null,null,null (wavelength not specified),DA4 is a diaminoacridine bis-intercalator used in the study to target DNA junctions and inhibit topoisomerase 2 activity. It induces structural changes in DNA and shows concentration-dependent inhibition of topoisomerases.,pubmed_11347135,,
null,null,null,null,null,null,null,pubmed_9608719,,
null,null,null,null,null,null,null,pubmed_9145036,,
null,null,null,null,null,null,null,pubmed_11075083,,
gfp,null,495,509,0.4,null,GFP (green fluorescent protein) is a well-known fluorescent marker; its chromophore is responsible for its fluorescence; quantum yield is around 0.4.,pubmed_9820413,,
null,null,null,null,null,null,null,pubmed_9409158,,
null,null,null,null,null,null,null,pubmed_9630206,,
pleurotus djamor var. salmoneostramineus,null,280,null,null,21430 (280),"pink chromoprotein that binds eumelanin and pheomelanin, involved in melanogenesis as a melanosomal protein.",pubmed_9912552,,
null,null,null,null,null,null,null,pubmed_9400618,,
null,null,null,null,null,null,null,pubmed_10531845,,
ethyl 4-(3-methylbut-1-en-1-yl)benzoate,acetonitrile,321,null,0.57,null (wavelength not specified),Photoisomerization dynamics of ethyl sinapate isomers via conical intersections.,pubmed_9814104,,
null,null,null,null,null,null,null,pubmed_11408400,,
triisopropylsilylethynyl-substituted DCFs,null,500,700,0.5,null,These compounds are used in [2 + 2] CA–RE reactions and exhibit strong absorption in the visible region.,pubmed_10825803,,
null,null,null,null,null,null,null,pubmed_9324592,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vznhc,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8ww7s,,
failed,failed,failed,failed,failed,failed,failed,pubmed_10459941,,
IndoVF,ethanol-KOH,390,null,0.14,null,"Ring-fused aniline, larger relative response to voltage changes.",chemrxiv_10.26434_SLASH_chemrxiv.11764368.v2,,
"5-Fluoro-2,4-dihydro-3-(1H-imidazol-2-yl)quinoline-1,3(2H,4H)-diol",Rocchetta© still mineral water,null,null,null,null (wavelength not provided),null,pubmed_10253896,,
null,null,null,null,null,null,null,pubmed_10648998,,
null,null,null,null,null,null,null,pubmed_10895370,,
null,null,null,null,null,null,null,pubmed_9862710,,
demethyl coumaroyloxy iridoid (Z),EtOAc,313,null,null,3.72 (226),"Yellowish gum; [α]D25–26.1 ( c0.2, MeOH); UV (MeOH) λmax(log ε) 311 (4.22), 226 (3.72) nm; 1H and 13C NMR data (methanol- d4) (see Table S1 (SM)); ESIMS m/z371.0 [M + Na] +; HR-ESIMS m/z371.1095 [M + Na] +(calcd for C 19H 22O 7Na +, 371.1101).",pubmed_9818789,,
Heli-1,THF,450,450,0.17,not specified (wavelength not provided),Intrinsically twisted helicene core.,pubmed_10099667,,
null,null,null,null,null,null,null,pubmed_9468676,,
null,null,null,null,null,null,null,pubmed_9407330,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.7338683.v1,,
tryptophan,null,271.46,null,null,null,Detailed analysis of tryptophan's excited states and substitution effects.,chemrxiv_10.26434_SLASH_chemrxiv-2022-97b0f,,
null,null,null,null,null,null,null,pubmed_11219735,,
RH1,null,null,null,null,null,Key gene expressed in green-sensitive cones; involved in spectral tuning for diurnal vision.,pubmed_10548314,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.9874694.v1,,
coumarin,null,null,null,0.3,null,Coumarin-based probe used in MRI/OI dual-modality imaging with high fluorescence quantum yield and good biocompatibility.,pubmed_11618533,,
null,null,null,null,null,null,null,pubmed_10531960,,
null,null,null,null,null,null,null,pubmed_10249118,,
null,null,null,null,null,null,null,pubmed_10670390,,
null,null,null,null,null,null,null,pubmed_9673138,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-mkqw9,,
failed,failed,failed,failed,failed,failed,failed,pubmed_11744789,,
null,null,null,null,null,null,null,pubmed_10740470,,
null,null,null,null,null,null,null,pubmed_11726555,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-5krws,,
DCNP@MPS@IR NO,null,808,980,null,null,Ratiometric FL probe for NO sensing using NO-responsive small-molecule organic dye (IR-NO) as sensing signal unit and NO insensitive DCNP as reference signal unit.,pubmed_10196834,,
null,null,null,null,null,null,null,pubmed_10582160,,
null,null,null,null,null,null,null,pubmed_9289670,,
null,null,null,null,null,null,null,pubmed_11509236,,
"4-(N,N-dimethylamino)styryl-Bodipy",dichloromethane,757,820,0.007,80000 (757 nm),Aggregation-Caused Quenching enhances photoacoustic efficiency in polymer nanoparticles.,chemrxiv_10.26434_SLASH_chemrxiv-2023-qlh8j,,
null,null,null,null,null,null,null,pubmed_11089699,,
azotolane,toluene,650,650,0.5,high values (123 ± 27 GM at 650 nm for A9ABT and 128 ± 21 GM at 650 nm for DA9ABT),Efficient TPA properties of azotolane derivatives in toluene; photoisomerization behavior evaluated by linear UV-Vis spectroscopy upon fs laser pulse irradiation.,pubmed_11544012,,
null,null,null,null,null,null,null,pubmed_11680580,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-s8z45,,
Anthocyanin (from YFSP),null,500,550,null,null,Anthocyanins are natural pigments with health benefits but prone to degradation.,pubmed_11225668,,
null,null,null,null,null,null,null,pubmed_9343940,,
mPhTc2,toluene,504.7,498.7,0.06,null,The meta-diethynylphenylene-linked tetracene dimer shows lower fluorescence quantum yield due to quenching effects.,chemrxiv_10.26434_SLASH_chemrxiv-2023-crvs6,,
null,null,null,null,null,null,null,arxiv_1612.07948v1,,
Host 2,dichloromethane,444,null,null,1.47x10^6 (logK=6.07),Host 2 showed moderate binding affinity for PFBA and PFOA with a logK of ~6.07.,chemrxiv_10.26434_SLASH_chemrxiv-2022-qjkjn-v2,,
HEtetTFER,Aqueous buffer solution without additives,480,520,0.8,9.0 × 10^6 L/(mol·cm),HEtetTFER is a spontaneously blinking dye for super-resolution imaging.,pubmed_9735909,,
null,null,null,null,null,null,null,pubmed_9726877,,
failed,failed,failed,failed,failed,failed,failed,pubmed_9280628,,
K+-Cl−cotransporter 1 (KCC1),null,null,null,null,null,"KCC1 is a potassium-chloride cotransporter involved in chloride efflux. It is expressed ubiquitously and plays a role in cell volume regulation, particularly in the kidney and other tissues.",pubmed_10785268,,
null,null,null,null,null,null,null,pubmed_10536275,,
null,null,null,null,null,null,null,pubmed_10942696,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-sv64m,,
TEMPO,"benzyl alcohol, para-halogenated benzyl alcohols, ortho-halogenated benzyl alcohols",null,null,null,Study of TEMPO radical interactions with solvents; effects of halogenation on solvation preferences and conformational landscapes in gas-phase experiments; computational predictions vs experimental results for IR spectra of complexes,null,pubmed_11831666,,
null,null,null,null,null,null,null,pubmed_11111206,,
ascochlorin,null,270,300,0.3,1.6 ×10⁴ (270 nm),"Antimicrobial activities against Staphylococcus aureus, Bacillus subtilis, MRSA, and Candida albicans.",pubmed_10143917,,
extended pyrimidine ribonucleoside,null,303,370,0.68,null (wavelength not specified),Classic workhorse for nucleic acid biophysics,pubmed_11079976,,
failed,failed,failed,failed,failed,failed,failed,pubmed_9551221,,
null,null,null,null,null,null,null,pubmed_9982583,,
failed,failed,failed,failed,failed,failed,failed,pubmed_9639147,,
[CH₂=NH]+,null,300,550,0.45,4e3 L/(mol·cm),methylenimmonium cation with strong absorption in UV-vis and emission in visible light,chemrxiv_10.26434_SLASH_chemrxiv-2024-knpvw,,
null,null,null,null,null,null,null,pubmed_10444839,,
4-(p-hydroxybenzylidene)imidazolidin-5-one,null,395,475,null,9.78 L/(mol·cm),GFP is a well-known fluorescent protein with photostable and bright fluorescence properties.,chemrxiv_10.26434_SLASH_chemrxiv-2023-vmrtq,,
peptide cecropin p1,null,null,null,null,null,antimicrobial peptide used in biosensors for broad-spectrum pathogen detection,pubmed_9954637,,
syn2,Dulbecco’s Modified Eagle Medium,460,490,null,null,Protein construct with syn2 epitope recognized by NbSyn2-Star635P.,pubmed_10735187,,
null,null,null,null,null,null,null,pubmed_11287746,,
"2',7'-dichloro-3-phosphonofluorescein",null,498,517,0.9,value,Dichloro derivative shows slightly hypsochromic shift compared to parent fluorescein.,chemrxiv_10.26434_SLASH_chemrxiv.13665083.v1,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-p60cn,,
"9-(4-bromophenyl)-10-(2-hydroxyethyl)-3,3,6,6-tetramethyl-3,4,6,7,9,10-hexahydroacridine-1,8(2H,5H)-dione",DMF,null,null,null,null,"Compound 4a showed high binding affinity with TOP2B, p38, p53, and EGFR proteins in molecular docking studies.",pubmed_10497682,,
null,null,null,null,null,null,null,pubmed_11283901,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xg1g4,,
null,null,null,null,null,null,null,pubmed_11245309,,
"4-methoxy-1,1,4,4-tetracyanobuta-1,3-diene",DCM,641,null,null,22800.0 (641 nm),Compound 24 shows a methoxy group and broad absorption.,pubmed_11421011,,
null,null,null,null,null,null,null,pubmed_11831673,,
null,null,null,null,null,null,null,pubmed_10821133,,
null,null,null,null,null,null,null,pubmed_10367068,,
null,null,null,null,null,null,null,pubmed_11535004,,
null,null,null,null,null,null,null,pubmed_10045342,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.12932972.v1,,
null,null,null,null,null,null,null,pubmed_11444679,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mzq5g,,
null,null,null,null,null,null,null,pubmed_11642519,,
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2025-gdx77,,
tetrahydrofuran,null,null,null,null,null,Experimental data for tetrahydrofuran provided in the ESI.,chemrxiv_10.26434_SLASH_chemrxiv-2023-wd261-v2,,
miRFP670nano3,null,645,670,0.185,null,Deprotonated BV chromophore in a neutral ZZZssa configuration with slow proton transfer between rings B and C.,pubmed_11510734,,
null,null,null,null,null,null,null,pubmed_11433640,,
hydralazine,null,null,null,null,Hydralazine is a known chromophore that activates the Nrf2/ARE pathway to mitigate oxidative stress and protect lens epithelial cells.,null,pubmed_9854670,,
