iupac_name,pka_value,pka_type,functional_group,solvent,temperature,ionic_strength,method,uncertainty,additional_info,paper,"TP,TN,FP,FN",Human Notes,,
null,null,null,null,null,null,null,null,null,null,pubmed_11222430,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11222283,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11222271,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11222155,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11221536,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11221534,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11221520,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11221433,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11221429,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11220790,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11220753,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11220695,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11220643,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11220392,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11220168,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11219925,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11219844,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11219843,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11219748,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11219498,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11218289,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11218133,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11217676,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11217582,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11217521,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11217507,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11217337,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11217128,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11216946,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11216929,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11215950,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11215723,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11215536,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11215519,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11215197,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11215187,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11215129,,,,
Undecylprodigiosin,null,base,melanin,Dulbecco’s modified Eagle's medium (DMEM),273.15,0.1 M sodium phosphate buffer pH 6.8,"cell viability assay using Quanti-MAX™ WST-8 Cell Viability Assay Kit, Western blot analysis with Pierce BCA Protein Assay Kit and iBright™ CL750 Imaging System",null,no information found,pubmed_11214958,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11214190,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11214020,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11213884,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11213860,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11213692,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11213338,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11212906,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11212731,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11212466,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11212433,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11212261,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11212102,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11212059,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11212051,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11211926,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11211878,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11211678,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11211605,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11211523,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11211432,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11211329,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11211273,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11202106,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11210925,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11209992,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11209910,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11209690,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11209686,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11209361,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11209357,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11209292,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11209270,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11208913,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11208728,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11208709,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11208707,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11208445,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11198509,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11080834,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11207994,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11207739,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11207469,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11207408,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11207328,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11207320,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11207064,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11207005,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206964,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206836,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206811,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206789,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206744,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206691,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206587,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206578,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206576,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206546,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206543,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206495,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206448,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206432,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206423,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206408,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206333,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206220,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11206210,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11205672,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11205091,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11205080,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11205056,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11204965,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11204899,,,,
Long COVID,null,null,null,null,null,null,null,null,no information found,pubmed_11204317,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11204179,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11204140,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11204105,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11203980,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11203899,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11203803,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11203682,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11203677,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11203564,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11203552,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11203514,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11202951,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11202766,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11202715,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11202557,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11202538,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11202424,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11202402,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11202283,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11202070,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11201979,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11201807,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11201733,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11201704,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11201699,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11201540,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11201432,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11201395,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11201202,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11201185,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11201182,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11201058,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11200926,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11200884,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11200757,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11200711,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11200616,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11200578,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11200563,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11200473,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11200244,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11199956,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11199954,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11199946,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11199932,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11199918,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11199699,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11199644,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11199598,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11199528,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11199146,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11197689,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11197543,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11197482,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11199054,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11197984,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11197222,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11197094,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11197023,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11196949,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11196581,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11196280,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11195488,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11195226,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11195145,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11195142,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11195138,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11195077,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11194930,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11194828,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11194803,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11194497,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11194461,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11194411,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11194328,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11194024,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11193972,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11193788,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11193744,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11193724,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11193502,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11193025,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11192932,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11191409,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11191125,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11191120,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11191119,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11191103,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11191032,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11191002,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11190997,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11190975,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11190569,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11190314,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11190010,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11189923,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11189827,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11189764,,,,
