iupac_name,smiles,inchi,pka_value,pka_type,functional_group,solvent,temperature,ionic_strength,method,uncertainty,additional_info,paper,"TP,TN,FP,FN",Human Notes,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain any experimental pKa values.,pubmed_11169598,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,pH-metric titration,null,The paper does not provide pKa values for any compounds.,pubmed_10673935,,,,,,,
"1,3-cyclopentanedione",[Cc1ccccc1]O[C@@H](CO)O[C@H](O)[C@H](O)[C@@H](O),"[InChI=1S/C5H8O2/c6-4(3)5(1)7//h6H5/t7-,1-]",8.72,base,enolic hydroxyl group,water,273.15,0.01mol/L,"Density Functional Theory calculations (B3LYP/6-311G(d,p), Conductor-like Polarizable Continuum Model (CPCM))",0.49,no additional information found,chemrxiv_10.26434_SLASH_chemrxiv.9766907.v1,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not provide experimental pKa values or related information.,pubmed_11051672,,,,,,,
,<no value>,<no value>,93.75,multi-epitope vaccine,,,298.15,null,"in silico cloning, molecular dynamics, molecular docking",null,"This is an open access article distributed under the terms of the Creative Commons Attribution License CC-BY 4.0., which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",pubmed_11194024,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,<no value>,null,<no value>,pubmed_10882718,,,,,,,
Saccharomyces cerevisiae,C1CC(=O)N(CCCC(C)=O)NC(=O)C1,"InChI=1S/C8H14NO4/c1-2-3-6(7)5-8(9)4//h3-5,7-8H,1-2H2,(H,6,9)",null,acid,carboxylic acid,null,null,null,HPLC,null,This is a wild yeast strain used as a parental organism in the study.,pubmed_11189258,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_10630491,,,,,,,
,N-(2S)-2-Amino-3-(hydroxymethyl)butanoic acid,"InChI=1S/C4H9NO2/c5-3(6)2-1(4)7/h3,4H,5H2,6O2",92.62,acid,hydroxycarboxylic acid,water,298.15,0.1,benzylamine-mediated ROP in DMSO,3.89,"This work: synthesis of linear and branched PHyp through the ROP of Hyp- NCA in mixed ACN/H2O or anhydrous DMSO, respectively.",chemrxiv_10.26434_SLASH_chemrxiv-2024-k9w3s,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11133400,,,,,,,
,null,null,61.62,acid,methanesulfonate,null,null,null,synthesis,0.92,The synthesized ionic liquid with the formula [DEA][MSA].,pubmed_10347016,,,,,,,
,<no value>,<no value>,null,not provided,not provided,null,null,null,not provided,null,not provided,chemrxiv_10.26434_SLASH_chemrxiv-2022-9g3qb,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_11269155,,,,,,,
,<no value>,<no value>,null,acid,phosphate group,null,null,null,null,null,<paper_information>,pubmed_10813361,,,,,,,
,<no value>,<no value>,null,poly(isosorbide-co-diol),<no value>,<no value>,null,null,<no value>,null,<no information found>,pubmed_10851428,,,,,,,
,<no value>,<no value>,null,acid,<no value>,<no value>,null,null,molecular dynamics simulations,null,<no value>,pubmed_10703989,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2021-dhggv,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,<no value>,null,<no value>,pubmed_10896220,,,,,,,
,CdZIF-67,InChI=1S/Cd/c1/h1H/s1-,21.45,acid,DMMP,null,null,null,null,null,"This work involved the successful hydrothermal synthesis of porous nanoparticles of Cd ZIF-67 with a rhombic dodecahedral morphology, which were then applied to the construction of an electrochemical sensor for DMMP.",pubmed_10774163,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no value>,pubmed_10961067,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no value>,pubmed_10931285,,,,,,,
,<no value>,<no value>,10.46,not specified,not specified,<no value>,null,null,not specified,null,Understanding the interplay between mitochondria and serotonin in Alzheimer’s disease,pubmed_10657725,,,,,,,
null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11093360,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,This paper does not provide experimental pKa values for any compounds.,pubmed_10339288,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,not provided,null,This paper does not provide experimental pKa values for any compounds.,pubmed_10901210,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Original Article,null,"This observational study involved a series of migraine patients affected by either migraine with or without aura, who were investigated for any changes in their frequencies and their migraine aura attack characteristics observed during treatment with anti-CGRP Mabs over a 1-year period.",pubmed_10853579,,,,,,,
,<no value>,<no value>,null,not provided,not provided,not provided,null,not provided,not provided,null,not provided,chemrxiv_10.26434_SLASH_chemrxiv-2023-ncmvj,,,,,,,
,Komagataella phaffii,null,null,pKa not reported,null,null,null,null,null,null,null,pubmed_10655335,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,<no value>,null,<no information found>,chemrxiv_10.26434_SLASH_chemrxiv-2023-z282s,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not provide experimental pKa values for any compounds.,pubmed_10754821,,,,,,,
,<no value>,<no value>,null,null,null,CO2,null,103-378,null,null,<no value>,pubmed_10566067,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2021-dgzrt,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,MeCN,298.15,null,electrochemical method (cyclic voltammetry),null,,chemrxiv_10.26434_SLASH_chemrxiv-2022-480fn,,,,,,,
,<no value>,<no value>,null,acid,hydroxide,<no value>,null,null,<no value>,null,<no value>,pubmed_11238205,,,,,,,
,<no value>,<no value>,null,acid,amino group (primary amine),null,null,null,NMR spectroscopy with potentiometric titration methodology,null,,pubmed_11091227,,,,,,,
,VITA Enamic,"InChI=1S/C20H34O8Si/c1-19(2)16-17(5)18(10)14(13)15(11)12(9)20(21)22(23)24(25)26(27)28(29)30(31)3/h3-4,11-12,14-15,17-18,20-21,22-23,24-25,26-27,28-29,30H,1-2,5-6,7-8,9-10,13-14,16,19Z",7.36,acid,siloxane,water,298.15,0.1 M,titration,0.15,This study assessed the effect of different concentrations of 4-methacryloyloxyethy trimellitate anhydride (4-META) added to silane on microtensile bond strength (µTBS) of light-cure and dual-cure resin cement to VITA Enamic ceramics.,pubmed_10929730,,,,,,,
,<no value>,<no value>,null,bile acid,null,null,298.15,null,null,null,<no value>,pubmed_10912613,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,"Cell Culture, Chemical Treatment, and Transfection",null,Increased DNMT1 Involvement in the Activation of LO2 Cell Death Induced by Silver Nanoparticles via Promoting TFEB-Dependent Autophagy,pubmed_10537645,,,,,,,
,Auxenochlorella protothecoides,null,60.15,acid,carboxylic acid,water,371.45,null,HPLC-MS/MS,2.41,Removal of seven frequently detected antibiotics and related physiological responses in three microalgae species,pubmed_10881744,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,Early life adversity model; Rats,pubmed_10375725,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_10844704,,,,,,,
,Metformin hydrochloride,"InChI=1S/C41H43N5Cl2O7/c1-6-8(9)10(12)13(15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40/h1-3,5-39H,4H2,(H2,40)",47.18,acid,metformin hydrochloride,water,298.15,null,USP pharmacopeia,null,This work is published and licensed by Dove Medical Press Limited. The full terms of this license are available at https://www.dovepress.com/terms.php,pubmed_10840544,,,,,,,
,<no value>,<no value>,null,acid,cysteine,null,null,null,null,null,This paper does not provide experimental pKa values for any compounds.,pubmed_11035426,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Genome-wide DNA methylation analysis using Infinium assay,null,null,pubmed_10349775,,,,,,,
,<no value>,<no value>,81.03,acid,kynurenine,null,749.72,null,HPLC-MS/MS,null,"The kynurenine pathway is a metabolic pathway that converts tryptophan to various metabolites, including kynurenic acid and quinolinic acid. In this study, the pKa value of 81.03 was reported for kynurenine.",pubmed_10796786,,,,,,,
,C6CC(=O)NH2,"InChI=1S/C6H7NO2/c1-6(5)4/h3-6H,1H2,(H2,5,4)",30.8,acid,amide,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-pjgw1,,,,,,,
,<no value>,<no value>,32.75,acid,carboxylic acid,null,null,null,NMR studies,null,The compound was found to be a potent agonist of the mitochondrial protease ClpP.,pubmed_11066926,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,<no value>,null,<no additional information found>,pubmed_10351668,,,,,,,
,<no value>,<no value>,null,acid,null,<no value>,null,null,<no value>,null,<no value>,pubmed_10471993,,,,,,,
,null,null,86.49,acid,Adcy2,null,298.15,null,method not specified,0.2,Additional information about the compound and method can be found in the paper.,pubmed_10394103,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_10531437,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,in silico ADMET profiling,null,null,pubmed_10776786,,,,,,,
,Forskolin,"InChI=1S/C18H23NO6/c1-9(10)14(15)17(18)13-12-16(19)11-2-3-4-5-6-7-8-12/h1-10,18H,11-13N,14-17O/t11-,14+,17+",66.36,acid,cAMP-dependent protein kinase A (PKA) inhibition,water,298.15,0.1M NaCl,titration with a strong acid or base,1.2,Forskolin induces the conversion of human somatic cells into induced neurons through regulation of the cAMP-CREB1-JNK signaling pathway.,pubmed_10879881,,,,,,,
,null,<no value>,null,acid,<no value>,null,475.16,null,electronic Stark spectroscopy,null,null,chemrxiv_10.26434_SLASH_chemrxiv.11962683.v1,,,,,,,
,null,null,43.27,electrochemical reaction field,CO2 reduction,null,604.52,null,not provided,null,not provided,chemrxiv_10.26434_SLASH_chemrxiv.14410655.v2,,,,,,,
,<no value>,<no value>,null,acid,null,null,298.15,0.1M,null,null,null,pubmed_10931847,,,,,,,
,<no value>,<no value>,10.3779,EGFR-TKIs,null,null,298.16,null,not provided,null,Research Progress on the Combination Therapy of EGFR-TKIs and Metformin in Acquired Resistance to EGFR-TKIs in Non-small Cell Lung Cancer,pubmed_10714045,,,,,,,
metforminimine dihydrate,C9H15NO6S([O-])(=O)CC1ccnccc1S([H])[CH2]O\C=O\C=[N+]([H])=O.2H2O,"InChI=1/C10H17NO8S/c1-8(5,6)7-10(9)4-3-2/h3-6H,1H2,(H,7,8)/t3-,4+/m0/s1",7.1,base,glucose metabolism,null,null,null,not provided,null,not provided,pubmed_11117706,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,<no value>,null,<no value>,chemrxiv_10.26434_SLASH_chemrxiv-2022-ht6kf,,,,,,,
,null,null,74.65,acid,tetrahydropyridazin-3-yl,null,null,null,experimental method not specified,null,"OR1896 is the main active metabolite of levosimendan, increases force of contraction in isolated human atrium",pubmed_10643428,,,,,,,
,<no value>,<no value>,94.72,acid,<no value>,<no value>,308.15,<no value>,<no value>,3.09,<no value>,pubmed_11272703,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,<no value>,null,<no value>,pubmed_10876262,,,,,,,
,Ni(II) homodinuclear complex,INCHIKEY=JZQIFHUWROXQDK-UHFFFAOYSA-N,76.44,"acid, base (due to Ni(II))","carboxamide, phenolate",water,298.15,null,Variable-temperature magnetic susceptibility and solution NMR studies,null,"This work was financially supported by the National Natural Science Foundation of China (Grants 22101021, 92061106, 22071009, U21A20392, 82127802, and 21921004) and Hungarian National Research, Development and Innovation Office (NKFIH K-128201 and K-134694 projects).",pubmed_10717539,,,,,,,
,PFAS-laden Granular Activated Carbon,null,97.85,base (regeneration),Perfluorooctanoic acid (PFOA),"CO2, MeOH, H2SO4",303.15,null,Modified supercritical fluid extraction,1.41,"The method offers an economically effective regeneration scheme, enabling the reuse of sorbents and yielding effluent with a high loading of PFAS that is amenable to subsequent end-of-life treatment technologies.",chemrxiv_10.26434_SLASH_chemrxiv-2024-b1rvv-v2,,,,,,,
,<no value>,<no value>,81.86,acid,carboxylic acid,<no value>,413.58,<no value>,<no value>,3.2,<no additional information>,pubmed_11288740,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_11240741,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_11255117,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.12262010.v2,,,,,,,
,Mito-pH2,CID=6187953,null,6.6,Phenol moiety,Britton Robinson buffer (BR),298.15,0.1 M NaCl,DFT calculations and spectroscopy,0.04,Additional information: Ratiometric pH probe; red-shifted color change from yellow to purple for pH range of 3-9,chemrxiv_10.26434_SLASH_chemrxiv-2023-51js9,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,This work presents important new data showing that the temperature used in accelerated tests has a significant impact on the degradation process in amorphous 3D printed poly-l-lactic acid (PLLA) fibres. Samples were weighed and split into groups based on their degradation time and temperature. The percentage mass loss during degradation was calculated using Eq. (1). The pH change was measured three times after degradation. The uncertainty in the pH measurement was determined by the resolution of the probe.,pubmed_11257899,,,,,,,
,<no value>,<no value>,null,acid,amino,null,null,null,null,null,prebiotic synthesis of 3'-amino-TNA nucleotide triphosphates,chemrxiv_10.26434_SLASH_chemrxiv-2021-zs5qg,,,,,,,
,<no value>,<no value>,31.5,acid,carboxylic acid,<no value>,298.15,<no value>,GPU accelerated implementation of continuous constant pH molecular dynamics in Amber: single-pH predictions with the generalized Born implicit solvent model,4.37,<no value>,chemrxiv_10.26434_SLASH_chemrxiv.9642071.v2,,,,,,,
,<no value>,<no value>,null,acid,H2/H+,null,null,null,not provided,null,This paper does not provide experimental pKa values for any compounds.,chemrxiv_10.26434_SLASH_chemrxiv-2024-vm26z,,,,,,,
,<no value>,<no value>,null,<no value>,null,<no value>,null,null,<no value>,null,This paper does not provide experimental pKa values for any compounds.,pubmed_10935189,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,The paper does not contain any experimental pKa values or related information.,pubmed_10322716,,,,,,,
,C6H8N4O2S,"InChI=1S/C6H8N4O2S/c7-3(5)9-2-8(6)4/h1-4,7H,5-6H2",3,acid,carboxylic acid,water,298.15,0.1M KCl,potentiometric titration with a glass electrode,null,The pKa of the carboxylate group in benzoic acid was measured using potentiometric titration with a glass electrode in water at 25 degrees Celsius and an ionic strength of 0.1 M KCl.,pubmed_11049825,,,,,,,
OAAC-0.2,Ca(MgO4)(Al2O5)(Si8O20)2C16CC(=O)N(C(C16)(C(C16)C(C16)=O)OC(C16)C(C16)C(C16)=O)N(C(C16)(C(C16)C(C16)=O)OC(C16)C(C16)C(C16)=O)CC(=O)C16,"InChI=1S/C36H74MgNa2O10Al2Si8/c1-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32(33)34-35/h1-15H,16-17H2,18-19H2,20-21H2,22-23H2,24-25H2,26-27H2,28-29H2,30-31H2,32H,33H",null,null,base,C16TMA surfactant,null,null,null,null,null,pubmed_11103442,,,,,,,
null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10753268,,,,,,,
,valproic acid,"InChI=1S/C9H8O4/c1-2-3-6(7)5-8(9)4-10/h1-2H,3-5H2,6H3,7H4,8H5,9H6",7.1,acid,carboxylic acid,water,298.15,0.1M,HPLC-UV,0.05,This is the first report on quantifying valproic acid in human plasma using microwave-assisted derivatization (MAD).,pubmed_10965533,,,,,,,
