iupac_name,pka_value,solvent,temperature,functional_group,uncertainty,additional_info,paper,"TP, TN, FP, FN",Human Notes,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ldx87,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vpzhz-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h76dn,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3cjvq,,,,,,,
null,null,null,null,null,null,null,pubmed_11434948,,,,,,,
null,null,null,null,null,null,null,pubmed_11380447,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pn8m6,,,,,,,
null,null,null,null,null,null,null,pubmed_10617076,,,,,,,
null,null,null,null,null,null,null,pubmed_10387075,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wm9zq,,,,,,,
null,null,null,null,null,null,null,pubmed_10939076,,,,,,,
null,null,null,null,null,null,null,pubmed_11484027,,,,,,,
null,null,null,null,null,null,null,pubmed_10924347,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-6cwhw,,,,,,,
null,null,null,null,null,null,null,pubmed_11396405,,,,,,,
null,null,null,null,null,null,null,pubmed_10390305,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nn6xc,,,,,,,
null,null,null,null,null,null,null,pubmed_11126775,,,,,,,
null,null,null,null,null,null,null,pubmed_10951480,,,,,,,
null,null,null,null,null,null,null,pubmed_10950045,,,,,,,
null,null,null,null,null,null,null,pubmed_10418957,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jm9nw,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-gchks,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h9ffx,,,,,,,
null,null,null,null,null,null,null,pubmed_10928828,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zfvb1,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-w3q1d-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11382266,,,,,,,
null,null,null,null,null,null,null,pubmed_10647090,,,,,,,
null,null,null,null,null,null,null,pubmed_10395664,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-k6l9d,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qfd6s,,,,,,,
null,null,null,null,null,null,null,pubmed_10574778,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sjrb4-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bwvrm,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-37bvm,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-j55nv,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xjt55,,,,,,,
null,null,null,null,null,null,null,pubmed_11095380,,,,,,,
null,null,null,null,null,null,null,pubmed_10950472,,,,,,,
null,null,null,null,null,null,null,pubmed_10593713,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-65bxp,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hhkbl-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10673133,,,,,,,
null,null,null,null,null,null,null,pubmed_11110136,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-q3cmz,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-x6psc,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-d0dqp-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_10931155,,,,,,,
null,null,null,null,null,null,null,pubmed_11151816,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h1xbs,,,,,,,
null,null,null,null,null,null,null,pubmed_10881655,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-834fn,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mpl8l-v6,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sns6w,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-0sm5p,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7zf5c,,,,,,,
null,null,null,null,null,null,null,pubmed_10625615,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ft59l,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2gd01,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dbrr7,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4bgnd,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-05st6,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-s4t56-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10875029,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7vvr8-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w6kws-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d985s,,,,,,,
null,null,null,null,null,null,null,pubmed_10618828,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lvzj4,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rv4w0,,,,,,,
null,null,null,null,null,null,null,pubmed_11191127,,,,,,,
null,null,null,null,null,null,null,pubmed_10621814,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pn3xw,,,,,,,
null,null,null,null,null,null,null,pubmed_10653114,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jp112-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_10600247,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-d4nxn,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3btbw,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cpq82,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nm3cj,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7859s,,,,,,,
null,null,null,null,null,null,null,pubmed_11171829,,,,,,,
null,null,null,null,null,null,null,pubmed_10647603,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-r84wd-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10371808,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-w81js,,,,,,,
null,null,null,null,null,null,null,pubmed_10780248,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jzw9w-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11243267,,,,,,,
null,null,null,null,null,null,null,pubmed_10535355,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3823q,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-09q97,,,,,,,
null,null,null,null,null,null,null,pubmed_11119125,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rc3dw,,,,,,,
null,null,null,null,null,null,null,pubmed_11157491,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-brc8d,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-p8qcv,,,,,,,
null,null,null,null,null,null,null,pubmed_10454195,,,,,,,
null,null,null,null,null,null,null,pubmed_10802591,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-sgbfb,,,,,,,
null,null,null,null,null,null,null,pubmed_11249794,,,,,,,
null,null,null,null,null,null,null,pubmed_10447249,,,,,,,
null,null,null,null,null,null,null,pubmed_11190314,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8h22d-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gxplb,,,,,,,
null,null,null,null,null,null,null,pubmed_11202766,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-0rfzj,,,,,,,
null,null,null,null,null,null,null,pubmed_10697598,,,,,,,
null,null,null,null,null,null,null,pubmed_10743529,,,,,,,
null,null,null,null,null,null,null,pubmed_10459052,,,,,,,
null,null,null,null,null,null,null,pubmed_11440460,,,,,,,
null,null,null,null,null,null,null,pubmed_11198509,,,,,,,
null,null,null,null,null,null,null,pubmed_10699805,,,,,,,
null,null,null,null,null,null,null,pubmed_10828993,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lbxqn,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lnc5x,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wx40q,,,,,,,
null,null,null,null,null,null,null,pubmed_11173351,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-6tt1w,,,,,,,
null,null,null,null,null,null,null,pubmed_11217128,,,,,,,
null,null,null,null,null,null,null,pubmed_10649945,,,,,,,
null,null,null,null,null,null,null,pubmed_10857711,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-k92qw-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-s0s5d,,,,,,,
null,null,null,null,null,null,null,pubmed_10457778,,,,,,,
null,null,null,null,null,null,null,pubmed_10717225,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-h23vm,,,,,,,
null,null,null,null,null,null,null,pubmed_11211926,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-kk1p9,,,,,,,
null,null,null,null,null,null,null,pubmed_11032449,,,,,,,
null,null,null,null,null,null,null,pubmed_10669859,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bjcxb,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5jvl5,,,,,,,
null,null,null,null,null,null,null,pubmed_10949233,,,,,,,
null,null,null,null,null,null,null,pubmed_10482845,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-0zcw9,,,,,,,
null,null,null,null,null,null,null,pubmed_10459842,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-04wxj-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11435389,,,,,,,
null,null,null,null,null,null,null,pubmed_10865347,,,,,,,
null,null,null,null,null,null,null,pubmed_10788856,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-v2gzl,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4gtww,,,,,,,
null,null,null,null,null,null,null,pubmed_10420675,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d352b,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-g5htt,,,,,,,
null,null,null,null,null,null,null,pubmed_10745977,,,,,,,
null,null,null,null,null,null,null,pubmed_10963908,,,,,,,
null,null,null,null,null,null,null,pubmed_10894261,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5tsv7,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jd03x,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qfm04,,,,,,,
null,null,null,null,null,null,null,pubmed_10754081,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-712r9,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-k4rsz,,,,,,,
null,null,null,null,null,null,null,pubmed_10852353,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bcdl6,,,,,,,
null,null,null,null,null,null,null,pubmed_10863056,,,,,,,
null,null,null,null,null,null,null,pubmed_10861598,,,,,,,
null,null,null,null,null,null,null,pubmed_10646924,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hkqcp-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11095371,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fb7hr,,,,,,,
null,null,null,null,null,null,null,pubmed_10498422,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vjmj1,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ml9pj,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8wxcz,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h49zx,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4lt9w,,,,,,,
null,null,null,null,null,null,null,pubmed_11045876,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xv58c,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7mq3w,,,,,,,
null,null,null,null,null,null,null,pubmed_11373620,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-n12vr,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d0q28-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11433870,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w2f4s,,,,,,,
null,null,null,null,null,null,null,pubmed_10457050,,,,,,,
null,null,null,null,null,null,null,pubmed_11364840,,,,,,,
null,null,null,null,null,null,null,pubmed_10537447,,,,,,,
null,null,null,null,null,null,null,pubmed_10751784,,,,,,,
null,null,null,null,null,null,null,pubmed_11217521,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-fbwg3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7p64w,,,,,,,
null,null,null,null,null,null,null,pubmed_11195257,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rxwbc,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-p11b2,,,,,,,
null,null,null,null,null,null,null,pubmed_10981695,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-920x2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-27xgq,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ss0w5,,,,,,,
null,null,null,null,null,null,null,pubmed_11059672,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rghs4,,,,,,,
null,null,null,null,null,null,null,pubmed_11179629,,,,,,,
null,null,null,null,null,null,null,pubmed_11186242,,,,,,,
null,null,null,null,null,null,null,pubmed_11091956,,,,,,,
null,null,null,null,null,null,null,pubmed_10813393,,,,,,,
null,null,null,null,null,null,null,pubmed_11275043,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-p7dx4,,,,,,,
null,null,null,null,null,null,null,pubmed_10448310,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fq66l,,,,,,,
null,null,null,null,null,null,null,pubmed_10599471,,,,,,,
null,null,null,null,null,null,null,pubmed_11459432,,,,,,,
null,null,null,null,null,null,null,pubmed_10638014,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3x4rv,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6b63z,,,,,,,
null,null,null,null,null,null,null,pubmed_11394027,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-27mjd,,,,,,,
null,null,null,null,null,null,null,pubmed_11343307,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cxbgr,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-n10tr-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7m2dn-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11434724,,,,,,,
null,null,null,null,null,null,null,pubmed_10614466,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zthw9,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-c5jn8,,,,,,,
null,null,null,null,null,null,null,pubmed_11423398,,,,,,,
null,null,null,null,null,null,null,pubmed_11002922,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hssjn,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vdzzq,,,,,,,
null,null,null,null,null,null,null,pubmed_10246013,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pc891,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qng70,,,,,,,
null,null,null,null,null,null,null,pubmed_10613959,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-62xjd,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9g6hj,,,,,,,
null,null,null,null,null,null,null,pubmed_10465228,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-g900w,,,,,,,
null,null,null,null,null,null,null,pubmed_10428071,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-2s6hm-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lws2w,,,,,,,
null,null,null,null,null,null,null,pubmed_10442075,,,,,,,
null,null,null,null,null,null,null,pubmed_10610215,,,,,,,
null,null,null,null,null,null,null,pubmed_11475103,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-0vq59,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jqbqt,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-6j8nn,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1pwm3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jg0pd,,,,,,,
null,null,null,null,null,null,null,pubmed_11120803,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-km73m,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4z4n0,,,,,,,
null,null,null,null,null,null,null,pubmed_11253269,,,,,,,
null,null,null,null,null,null,null,pubmed_11095507,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7cbsd,,,,,,,
null,null,null,null,null,null,null,pubmed_10675257,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-x9vb8,,,,,,,
null,null,null,null,null,null,null,pubmed_10994231,,,,,,,
null,null,null,null,null,null,null,pubmed_11269306,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-j79q7,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7w3gk,,,,,,,
null,null,null,null,null,null,null,pubmed_10955574,,,,,,,
null,null,null,null,null,null,null,pubmed_10641266,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hqwbs,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-v4d1l,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8tgr2,,,,,,,
null,null,null,null,null,null,null,pubmed_11006142,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-sz3nj,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7r957,,,,,,,
null,null,null,null,null,null,null,pubmed_11285139,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4gskt,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-n5r4n,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-j98r4-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10551703,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pz7dv,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-71rr6-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-mlmwv-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10531908,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0mdvs,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5l9m7,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wl1bg,,,,,,,
null,null,null,null,null,null,null,pubmed_11441084,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-14dr7,,,,,,,
null,null,null,null,null,null,null,pubmed_11017575,,,,,,,
null,null,null,null,null,null,null,pubmed_11435478,,,,,,,
null,null,null,null,null,null,null,pubmed_10970322,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-cjs5j,,,,,,,
null,null,null,null,null,null,null,pubmed_10604897,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-p2g9h-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_10705890,,,,,,,
null,null,null,null,null,null,null,pubmed_11354636,,,,,,,
