iupac_name,pka_value,solvent,temperature,functional_group,uncertainty,additional_info,paper,f1,Notes,rand
null,null,null,null,null,null,null,pubmed_11353509,,,0.9099432076
null,null,null,null,null,null,null,pubmed_10997207,,,0.2440963404
null,null,null,null,null,null,null,pubmed_11184656,,,0.2389008161
null,null,null,null,null,null,null,pubmed_11433844,,,0.4016917539
dsp_pka2,48.52,solvent_string,273.15,side_chain_group,0.2,additional_info,pubmed_10858206,,,0.9780028164
null,null,null,null,null,null,null,pubmed_11196980,,,0.8808892297
(4 S)-cis-verbenol,null,DMSO,298.15,alcohol,null,Aggregation pheromone of Ips typographus,pubmed_11451568,,,0.5550621529
null,null,null,null,null,null,null,pubmed_11688178,,,0.6681689436
null,null,null,null,null,null,null,pubmed_11095621,,,0.4554358558
null,null,null,null,null,null,null,pubmed_11544699,,,0.6321621723
hydroxytyrosol,null,null,null,phenolic,null,No pKa data provided,pubmed_11726745,,,0.6738793789
null,null,null,null,null,null,null,pubmed_11121645,,,0.6646341684
null,null,null,null,null,null,null,pubmed_11291046,,,0.5687970854
null,null,null,null,null,null,null,pubmed_11886660,,,0.4927547351
null,null,null,null,null,null,null,pubmed_11751284,,,0.3037689845
null,null,null,null,null,null,null,pubmed_11594024,,,0.9910380009
null,null,null,null,null,null,null,pubmed_11893799,,,0.1677460026
lactobacillus johnsonii n5,null,null,310.15,null,null,null,pubmed_11052194,,,0.7977448234
null,null,null,null,null,null,null,pubmed_11137953,,,0.6244290632
null,null,null,null,null,null,null,pubmed_11174129,,,0.2472114426
null,null,null,null,null,null,null,pubmed_11067452,,,0.2823000024
null,null,null,null,null,null,null,pubmed_11632064,,,0.1661706462
photocobilin,null,null,null,B12-binding domain,null,AdoCbl and BV chromophores,pubmed_10979010,,,0.4965371985
NFAT5,7.22,Isotonic/Hypertonic Media,310.15,Prion-like Domain (PLD),0.2,Ionic Stress Response,pubmed_11838016,,,0.0288504309
null,null,null,null,null,null,null,pubmed_11172265,,,0.7081629939
null,null,null,null,null,null,null,pubmed_10893190,,,0.3618778433
failed,failed,failed,failed,failed,failed,failed,pubmed_11591673,,,0.0785306257
null,null,null,null,null,null,null,pubmed_10820944,,,0.3419394265
null,null,null,null,null,null,null,pubmed_11264266,,,0.6823587045
null,null,null,null,null,null,null,pubmed_10933597,,,0.5419176149
null,null,null,null,null,null,null,pubmed_11206423,,,0.9612002971
null,null,null,null,null,null,null,pubmed_11726276,,,0.9492609235
null,null,null,null,null,null,null,pubmed_10989699,,,0.4551184652
null,null,null,null,null,null,null,pubmed_11627005,,,0.0335365296
null,null,null,null,null,null,null,pubmed_10936192,,,0.7848965041
null,null,null,null,null,null,null,pubmed_11153175,,,0.189981051
null,null,null,null,null,null,null,pubmed_11882969,,,0.0729057097
null,null,null,null,null,null,null,pubmed_10886346,,,0.3781382302
adenosine 5'-triphosphate,7.2,phosphate buffered saline,298,nucleotide triphosphates,null,ATP sensor used in cell lines and targeted to mitochondria for mitochondrial ATP measurements; validated against controls like cpSFGFP.,pubmed_11126915,,,0.20282592
null,null,null,null,null,null,null,pubmed_11207865,,,0.817904185
null,null,null,null,null,null,null,pubmed_11042225,,,0.1078902921
null,null,null,null,null,null,null,pubmed_10960836,,,0.6717564105
null,null,null,null,null,null,null,pubmed_11781518,,,0.2266745283
null,null,null,null,null,null,null,pubmed_11423174,,,0.3321848155
null,null,null,null,null,null,null,pubmed_11001767,,,0.3098041101
null,null,null,null,null,null,null,pubmed_10977573,,,0.0183255093
failed,failed,failed,failed,failed,failed,failed,pubmed_11217128,,,0.8896930851
ascorbic acid,null,null,null,null,null,null,pubmed_11504153,,,0.0937393757
null,null,null,null,null,null,null,pubmed_11205091,,,0.4001799447
null,null,null,null,null,null,null,pubmed_11117729,,,0.2414753612
null,null,null,null,null,null,null,pubmed_11121620,,,0.1559825847
null,null,null,null,null,null,null,pubmed_10904617,,,0.509233128
null,null,null,null,null,null,null,pubmed_11611448,,,0.7320613198
null,null,null,null,null,null,null,pubmed_11193536,,,0.9094850959
null,null,null,null,null,null,null,pubmed_11322631,,,0.8065347678
null,null,null,null,null,null,null,pubmed_11259737,,,0.7472314995
null,null,null,null,null,null,null,pubmed_10883851,,,0.2959126662
null,null,null,null,null,null,null,pubmed_11141387,,,0.6198792909
null,null,null,null,null,null,null,pubmed_11785760,,,0.2220686146
chitosan,null,null,null,polysaccharide,null,"mucosal delivery, mRNA encapsulation efficiency 80.2%",pubmed_11054997,,,0.5116388719
failed,failed,failed,failed,failed,failed,failed,pubmed_11022745,,,0.044030847
null,null,null,null,null,null,null,pubmed_11672104,,,0.6407891992
null,null,null,null,null,null,null,pubmed_11117546,,,0.0187536734
null,null,null,null,null,null,null,pubmed_11846329,,,0.1957715917
null,null,null,null,null,null,null,pubmed_11185739,,,0.3757426664
null,null,null,null,null,null,null,pubmed_11633216,,,0.6547258876
null,null,null,null,null,null,null,pubmed_11497687,,,0.7483115464
null,null,null,null,null,null,null,pubmed_11611269,,,0.6632760623
Ocypode stimpsoni,null,fresh water,24,osmoregulation,null,Terrestrial crabs reprocess urine to maintain ion balance.,pubmed_11467477,,,0.3892941556
null,null,null,null,null,null,null,pubmed_11094100,,,0.3553825463
null,null,null,null,null,null,null,pubmed_11514010,,,0.8177748101
null,null,null,null,null,null,null,pubmed_11435140,,,0.7612611225
null,null,null,null,null,null,null,pubmed_11124009,,,0.7283160232
α-Synuclein,null,null,null,protein aggregate,null,Phase separation and aggregation study under various conditions,pubmed_11425899,,,0.1069720159
null,null,null,null,null,null,null,pubmed_11840614,,,0.6259910318
null,null,null,null,null,null,null,pubmed_11722070,,,0.475618938
null,null,null,null,null,null,null,pubmed_11092800,,,0.4963041057
null,null,null,null,null,null,null,pubmed_11495277,,,0.315015814
null,null,null,null,null,null,null,pubmed_11184552,,,0.7803587466
null,null,null,null,null,null,null,pubmed_11101872,,,0.5354400699
null,null,null,null,null,null,null,pubmed_11432348,,,0.1159103096
null,null,null,null,null,null,null,pubmed_11170971,,,0.0330948653
null,null,null,null,null,null,null,pubmed_11725054,,,0.5935377679
Coprinopsis cinerea,null,null,null,null,null,null,pubmed_10890143,,,0.0059595907
null,null,null,null,null,null,null,pubmed_11730581,,,0.9204142396
null,null,null,null,null,null,null,pubmed_11722285,,,0.8429951286
null,null,null,null,null,null,null,pubmed_10951945,,,0.5016206871
null,null,null,null,null,null,null,pubmed_11217121,,,0.0299639599
null,null,null,null,null,null,null,pubmed_11768162,,,0.8463376395
null,null,null,null,null,null,null,pubmed_11381450,,,0.5891023863
null,null,null,null,null,null,null,pubmed_11085272,,,0.7857508648
null,null,null,null,null,null,null,pubmed_11223810,,,0.7904947691
null,null,null,null,null,null,null,pubmed_11570823,,,0.5396477703
null,null,null,null,null,null,null,pubmed_11652173,,,0.0851499503
null,null,null,null,null,null,null,pubmed_11512107,,,0.1003546903
null,null,null,null,null,null,null,pubmed_11032324,,,0.3993035026
null,null,null,null,null,null,null,pubmed_11478182,,,0.5583114531
null,null,null,null,null,null,null,pubmed_10912184,,,0.847905359
ATP synthase from E. coli,56.74,PC/PG (40:60) liposomes,298.15,NDH-2/NADH system,null,Negatively charged PG promotes efficient electron transfer,pubmed_11669383,,,0.1562254603
null,null,null,null,null,null,null,pubmed_10850416,,,0.7920059673
null,null,null,null,null,null,null,pubmed_11372198,,,0.8611746703
null,null,null,null,null,null,null,pubmed_11282289,,,0.146841747
NC 1,null,null,null,amide,null,Antimicrobial activity and synthesis of nicotinamide derivatives.,pubmed_11359232,,,0.6017334186
null,null,null,null,null,null,null,pubmed_10895457,,,0.4074775388
null,null,null,null,null,null,null,pubmed_11578134,,,0.4378270763
null,null,null,null,null,null,null,pubmed_11470655,,,0.4433397551
null,null,null,null,null,null,null,pubmed_10904049,,,0.8306280223
null,null,null,null,null,null,null,pubmed_11641689,,,0.6646610342
null,null,null,null,null,null,null,pubmed_11312909,,,0.9285613564
null,null,null,null,null,null,null,pubmed_11194828,,,0.2199982353
babesia bovis hap2,null,null,null,protein,null,structural analysis of babesia bovis hap2 protein.,pubmed_11882828,,,0.9618706496
null,null,null,null,null,null,null,pubmed_10781632,,,0.3039006724
carvacrol,null,null,298.15,anti-microbial compound,null,The paper focuses on treatment effects rather than compound properties related to acidity.,pubmed_10854223,,,0.4092186231
null,null,null,null,null,null,null,pubmed_10915471,,,0.9675726935
null,null,null,null,null,null,null,pubmed_11655208,,,0.8520916528
null,null,null,null,null,null,null,pubmed_11519807,,,0.9791116538
null,null,null,null,null,null,null,pubmed_11443494,,,0.2451414785
null,null,null,null,null,null,null,pubmed_10961484,,,0.5360349934
null,null,null,null,null,null,null,pubmed_11240189,,,0.0631124671
MC3,6.5,"acetate buffer, pH 4.5-8.5",298.15,ionizable lipid (carboxylic ester),null,The preferred pKa for ionizable lipids is reported as ∼6.2–6.5.,pubmed_11025127,,,0.2077393425
null,null,null,null,null,null,null,pubmed_11602863,,,0.0094362099
null,null,null,null,null,null,null,pubmed_11246065,,,0.8032147007
null,null,null,null,null,null,null,pubmed_10857580,,,0.3109898586
null,null,null,null,null,null,null,pubmed_11780993,,,0.9146756725
null,null,null,null,null,null,null,pubmed_11154895,,,0.1085995883
null,null,null,null,null,null,null,pubmed_11877012,,,0.9768955754
null,null,null,null,null,null,null,pubmed_11650646,,,0.5490120654
null,null,null,null,null,null,null,pubmed_11127278,,,0.5243917329
null,null,null,null,null,null,null,pubmed_11186346,,,0.1299848303
null,null,null,null,null,null,null,pubmed_11222430,,,0.871282611
tetrabasic acid,null,water,0,fluoride,null,activation using oxalic acid and boron-based reagents to produce HBF4 directly from fluorspar in aqueous solution at 50°C,pubmed_11560839,,,0.0309098221
null,null,null,null,null,null,null,pubmed_11111730,,,0.8477271039
null,null,null,null,null,null,null,pubmed_11013835,,,0.8449652882
null,null,null,null,null,null,null,pubmed_11291042,,,0.8510429163
null,null,null,null,null,null,null,pubmed_11671526,,,0.3751391785
null,null,null,null,null,null,null,pubmed_11904702,,,0.8073476905
trans-[Ru(SO 2)(NH 3) 4(4-bromopyridine)]tosylate 2,null,Na 2CO 3,90,sulfonate,null,null,pubmed_11814404,,,0.8954373198
null,null,null,null,null,null,null,pubmed_10882972,,,0.9409569781
null,null,null,null,null,null,null,pubmed_11541526,,,0.7651569967
null,null,null,null,null,null,null,pubmed_11424235,,,0.8850661875
null,null,null,null,null,null,null,pubmed_10964169,,,0.4318787146
null,null,null,null,null,null,null,pubmed_10875117,,,0.536605926
null,null,null,null,null,null,null,pubmed_11354022,,,0.6487793624
null,null,null,null,null,null,null,pubmed_11411808,,,0.5136381686
Streptococcus pneumoniae Hyaluronate Lyase,null,Tris buffer,37,Polysaccharide lyase (PL8),null,Structure and function in PL8 family; optimal temperature 37°C,pubmed_11669647,,,0.0204783168
null,null,null,null,null,null,null,pubmed_11076351,,,0.1975017886
null,null,null,null,null,null,null,pubmed_11339458,,,0.0036759067
null,null,null,null,null,null,null,pubmed_11153903,,,0.9178639965
null,null,null,null,null,null,null,pubmed_11631835,,,0.6528994569
glycoprotein hormone α-subunit,null,DMEM medium,null,null,null,Use of reporter genes and lentiviral transfers for studying promoter activity in JEG-3 cells,pubmed_11049346,,,0.7193495694
[LNi2(SH)] (5),30.8,THF,298,hydrosulfido,0.4,"Titration of complex 5 with the phosphonium ylide MeOCH = P(4-OMe-C6H4)3 at rt in THF, monitored by UV–vis spectroscopy.",pubmed_11345757,,,0.2043358583
null,null,null,null,null,null,null,pubmed_11656833,,,0.2713600318
null,null,null,null,null,null,null,pubmed_11873762,,,0.6648742382
histidine,null,water,300,Histidinium ion/histidine,null,null,pubmed_11815838,,,0.5267491401
null,null,null,null,null,null,null,pubmed_11116495,,,0.1779036752
null,null,null,null,null,null,null,pubmed_11093610,,,0.4619777869
null,null,null,null,null,null,null,pubmed_11539065,,,0.4101417928
IDPi catalyst 3a,7.4,DCE,298.15,Brønsted acid,null,pKa measured via titration in DCE,pubmed_11487569,,,0.4142674725
null,null,null,null,null,null,null,pubmed_11827848,,,0.4630763847
null,null,null,null,null,null,null,pubmed_10810886,,,0.0936373421
decursin,null,null,null,null,null,null,pubmed_11403470,,,0.3119416579
null,null,null,null,null,null,null,pubmed_11011505,,,0.7203070223
null,null,null,null,null,null,null,pubmed_11355082,,,0.7778451322
VES-GEM,11.72,PBS/ethanol,310,Amide bond (functional group of VES conjugation),null,Functional group derived from amidation of carboxylic acid and amine groups,pubmed_10819901,,,0.2357892795
null,null,null,null,null,null,null,pubmed_11799830,,,0.3800318907
null,null,null,null,null,null,null,pubmed_11422277,,,0.5787389728
null,null,null,null,null,null,null,pubmed_10893499,,,0.006832602
Chitosanase CsnMY002,null,null,328.15,null,null,null,pubmed_11855910,,,0.4290854926
null,null,null,null,null,null,null,pubmed_11206691,,,0.2184910234
scopoletin,null,null,null,hydroxycoumarin,null,natural compound with various pharmacological activities,pubmed_10923241,,,0.5000639099
null,null,null,null,null,null,null,pubmed_11321618,,,0.6460316523
null,null,null,null,null,null,null,pubmed_11092106,,,0.6817354111
null,null,null,null,null,null,null,pubmed_11867108,,,0.6358575227
null,null,null,null,null,null,null,pubmed_11820854,,,0.5191695739
null,null,null,null,null,null,null,pubmed_11902335,,,0.0080884225
null,null,null,null,null,null,null,pubmed_11153268,,,0.5605325804
null,null,null,null,null,null,null,pubmed_10327109,,,0.3736010625
null,null,null,null,null,null,null,pubmed_10906884,,,0.0433544749
null,null,null,null,null,null,null,pubmed_11017947,,,0.4338957923
null,null,null,null,null,null,null,pubmed_11499243,,,0.3339263117
null,null,null,null,null,null,null,pubmed_11349048,,,0.5548185939
null,null,null,null,null,null,null,pubmed_11444506,,,0.315359873
null,null,null,null,null,null,null,pubmed_11742336,,,0.5838525607
null,null,null,null,null,null,null,pubmed_10877374,,,0.6972866855
null,null,null,null,null,null,null,pubmed_11220792,,,0.4258859276
null,null,null,null,null,null,null,pubmed_11034163,,,0.0214610733
failed,failed,failed,failed,failed,failed,failed,pubmed_11381892,,,0.0274429163
null,null,null,null,null,null,null,pubmed_11906762,,,0.8578574397
null,null,null,null,null,null,null,pubmed_11064177,,,0.6871630964
null,null,null,null,null,null,null,pubmed_11346367,,,0.6239879075
null,null,null,null,null,null,null,pubmed_11765468,,,0.0773272763
failed,failed,failed,failed,failed,failed,failed,pubmed_11788798,,,0.5529685491
failed,failed,failed,failed,failed,failed,failed,pubmed_11702584,,,0.4972738239
null,null,null,null,null,null,null,pubmed_11726581,,,0.9543738959
null,null,null,null,null,null,null,pubmed_11075022,,,0.0631977259
null,null,null,null,null,null,null,pubmed_11631836,,,0.2031200391
null,null,null,null,null,null,null,pubmed_11419124,,,0.0924076068
arachidic acid,25.5,chloroform,300.8,fatty acid,0.1,Arachidic acid is a fatty acid with moderate solubility in chloroform at 300 K.,pubmed_11319150,,,0.4774435668
null,null,null,null,null,null,null,pubmed_10898487,,,0.6868110891
null,null,null,null,null,null,null,pubmed_11395597,,,0.9273412463
null,null,null,null,null,null,null,pubmed_10851380,,,0.5538175947
