iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,lifetime,comments,paper
null,null,null,null,null,null,null,null,pubmed_11815934
deep-Blue emitting carbon dots (DB-CDs),ethanol,396.0,403.0,0.61,null,5.0,"high photoluminescence quantum yield of 61%, narrow spectral full width at half-maximum of 35 nm",pubmed_11811926
CaBS.F,null,410.0,null,null,null,null,Calcium-binding photoswitchable peptide with enhanced fluorescence upon Ca²+ binding.,pubmed_11804555
null,null,null,null,null,null,null,null,pubmed_11790401
null,null,null,null,null,null,null,null,pubmed_11789776
null,null,null,null,null,null,null,null,pubmed_11788565
null,null,null,null,null,null,null,null,pubmed_11783828
null,null,null,null,null,null,null,null,pubmed_11783731
null,null,null,null,null,null,null,null,pubmed_11782691
null,null,null,null,null,null,null,null,pubmed_11782651
gaussian nitride,0.5 M H2SO4,null,null,null,null,null,"The device achieves exceptional responsivity (17.1 mA/W) and remarkably fast speed (8.8 ms) at 0 V, surpassing existing semiconductor electrochemical cells.",pubmed_11782623
gaussian oxynitride,0.5 M H2SO4,null,null,null,null,null,The introduction of GaON layer through oxidative reconstruction significantly enhances the photoresponse characteristics.,pubmed_11782623
Ag 17,DCM,400.0,650.0,0.0,null,15.0,Weak emission at 650 nm,pubmed_11782596
AuAg 16,DCM,385.0,610.0,0.0,null,640.0,Weak visible and strong NIR emission,pubmed_11782596
Ag 13Cu 4,DCM,475.0,650.0,0.058,null,5300.0,Bright red emission with quantum yield of 5.8%,pubmed_11782596
AuAg 12Cu 4,DCM,385.0,610.0,0.0437,null,3300.0,Yellowish-orange emission with quantum yield of 4.37%,pubmed_11782596
null,null,null,null,null,null,null,null,pubmed_11782542
null,null,null,null,null,null,null,null,pubmed_11782511
null,null,null,null,null,null,null,null,pubmed_11781629
null,null,null,null,null,null,null,null,pubmed_11781534
Verteporfin,aqueous solution,690.0,700.0,0.1,not provided,null,"Photosensitizer used in photodynamic therapy (PDT), fluorescence tomography for monitoring drug distribution.",pubmed_11781220
null,null,null,null,null,null,null,null,pubmed_11781039
"3,3′,4′,5,7-pentahydroxyflavone",null,null,null,null,null,null,"Quercetin exhibits anticancer properties against KON oral cancer cells by inducing ROS generation and mitochondrial dysfunction, leading to apoptosis. It also causes G2/M cell cycle arrest and inhibits migration and invasion of KON cells.",pubmed_11780952
null,null,null,null,null,null,null,null,pubmed_11780939
null,null,null,null,null,null,null,null,pubmed_11780800
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11780661
R/S-NEA 2(FA 0.8MA 0.2) 2Pb 3Br (10-x)I x,null,525.0,788.0,0.86,null,207.5,"Chiral quasi-2D perovskite with tunable emission from red to near-infrared region, high photoluminescence quantum yield exceeding 86%, and circularly polarized luminescence.",pubmed_11899487
calancardin A,null,217.0,null,null,null,null,Dihydrophenanthrene derivative,pubmed_11877506
calancardin B,null,203.0,null,null,null,null,Bibenzyl-dihydrophenanthrene derivative,pubmed_11877506
calancardin C,null,204.0,null,null,null,null,Bibenzyl-dihydrophenanthrene derivative,pubmed_11877506
null,null,null,null,null,null,null,null,pubmed_11874725
null,null,null,null,null,null,null,null,pubmed_11869967
null,null,null,null,null,null,null,null,pubmed_11869270
null,null,null,null,null,null,null,null,pubmed_11869040
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11862960
null,null,null,null,null,null,null,null,pubmed_11862003
resveratrol,null,null,null,null,null,null,antioxidant properties documented; used to mitigate oxidative stress induced by PFOA,pubmed_11860439
perfluorooctanoic acid,null,null,null,null,null,null,testicular and epididymal toxicity studied; no photophysical data provided,pubmed_11860439
Curcumin,null,480.0,null,null,null,null,"Curcumin was used as a model drug for evaluating dermal penetration efficacy using microneedles of varying lengths (0.25 mm, 0.5 mm, and 1.0 mm) in an ex vivo porcine ear model.",pubmed_11857367
null,null,null,null,null,null,null,null,pubmed_11857359
Ti3C2Tx,null,300.0,null,null,null,null,Ti3C2Tx MXene exhibits optical properties including UV absorption and photoluminescence emissions at various wavelengths.,pubmed_11857239
null,null,null,null,null,null,null,null,pubmed_11855233
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11852457
null,null,null,null,null,null,null,null,pubmed_11843715
methylammonium lead iodide,not specified,null,null,null,null,null,Transient photoluminescence studies show carrier dynamics in small-grain MAPI films.,pubmed_11826890
null,null,null,null,null,null,null,null,pubmed_11826879
green fluorescent protein (GFP),null,480.0,510.0,0.6,59000 L/(mol·cm),2.5,"Used as a marker for HSV-1 infection, typical values provided",pubmed_11826508
"1 H,1 H,2 H,2 H-Perfluorodecyl acrylate",null,null,null,null,null,null,Low refractive index material used in copolymerization with NVP to form p(PFDA-co-VP) films with refractive index 1.365 at 633 nm.,pubmed_11823608
N-vinylpyrrolidone,null,null,null,null,null,null,Used as a comonomer in copolymerization with PFDA to form p(PFDA-co-VP) films with refractive index 1.365 at 633 nm.,pubmed_11823608
Poly(divinylbenzene),null,null,null,null,null,null,High-index polymer used as the high-index layer in a six-layer interference coating with p(PFDA-co-VP).,pubmed_11823608
null,null,null,null,null,null,null,null,pubmed_11823455
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11822737
glutathione,null,290.0,357.0,0.531,null,null,Fluorescence quantum yield of CDs- GSH was determined to be 53.1 ± 1.5%.,pubmed_11822508
null,null,null,null,null,null,null,null,pubmed_11820872
null,null,null,null,null,null,null,null,pubmed_11820840
2-(2-benzoylcyclohexyl)-1-phenylethan-1-one,dichloromethane,360.0,null,null,null,null,De Mayo reaction product,pubmed_11820750
2-(2-benzoylcyclopentyl)-1-phenylethan-1-one,dichloromethane,356.0,null,null,null,null,De Mayo reaction product,pubmed_11820750
1-(2-benzoylcyclohexyl)propan-2-one,dichloromethane,344.0,null,null,null,null,De Mayo reaction product,pubmed_11820750
1-[2-(4-methoxybenzoyl)cyclohexyl]propan-2-one,THF,356.0,null,null,null,null,De Mayo reaction product,pubmed_11820750
"4-acetyl-1,2,3,3a,4,5,6,11a-octahydro-11H-benzo[a]cyclopenta[d][8]annulen-11-one",dichloromethane,373.0,null,null,null,null,De Mayo reaction product,pubmed_11820750
"5-acetyl-1,3,4,4a,5,6,7,12a-octahydrodibenzo[a,d][8]annulen-12(2H)-one",dichloromethane,360.0,null,null,null,null,De Mayo reaction product,pubmed_11820750
null,null,null,null,null,null,null,null,pubmed_11820564
silver,water/isopropanol,420.0,null,null,null,null,"Silver nanoparticles on silica with sizes 3-6 nm, used in catalysis and biomedical applications.",pubmed_11820533
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11820515
null,null,null,null,null,null,null,null,pubmed_11820105
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11819804
null,null,null,null,null,null,null,null,pubmed_11819689
null,null,null,null,null,null,null,null,pubmed_11818730
null,null,null,null,null,null,null,null,pubmed_11818618
null,null,null,null,null,null,null,null,pubmed_11817844
null,null,null,null,null,null,null,null,pubmed_11817012
null,null,null,null,null,null,null,null,pubmed_11816374
null,null,null,null,null,null,null,null,pubmed_11816010
null,null,null,null,null,null,null,null,pubmed_11815636
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11815558
null,null,null,null,null,null,null,null,pubmed_11814218
null,null,null,null,null,null,null,null,pubmed_11814162
null,null,null,null,null,null,null,null,pubmed_11813936
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11813914
"1,9-dimethyl-9H-pyrido[3,4-b]indole",null,null,null,null,null,null,This compound is a derivative of harmine and was used as a reference in the study.,pubmed_11813896
"9-ethyl-1-methyl-9H-pyrido[3,4-b]indole",null,null,null,null,null,null,This compound is a derivative of harmine and was used as a reference in the study.,pubmed_11813896
"1-methyl-9-propyl-9H-pyrido[3,4-b]indole",null,null,null,null,null,null,This compound is a derivative of harmine and was used as a reference in the study.,pubmed_11813896
null,null,null,null,null,null,null,null,pubmed_11813880
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11813879
null,null,null,null,null,null,null,null,pubmed_11813810
null,null,null,null,null,null,null,null,pubmed_11813793
null,null,null,null,null,null,null,null,pubmed_11808782
null,null,null,null,null,null,null,null,pubmed_11784065
6-(4-bromo-2-chloroanilino)-7-fluoro-N-(2-hydroxyethoxy)-3-methylbenzimidazole-5-carboxamide,acetonitrile,440.0,null,0.81,3.78e3 (440 nm),100.0,"Charge transfer complex with 2,3-dichloro-5,6-dicyano-1,4-benzoquinone",pubmed_11780994
"2,3-dichloro-5,6-dicyano-1,4-benzoquinone",acetonitrile,440.0,null,0.81,3.78e3 (440 nm),100.0,Charge transfer complex with selumetinib,pubmed_11780994
Microcystis aeruginosa,aqueous solution,null,null,null,null,null,"Study investigates the use of dead Microcystis aeruginosa cells for adsorbing cadmium, lead, and zinc ions from aqueous solutions. The biosorbent showed high removal efficiency under optimal conditions.",pubmed_11779940
null,null,null,null,null,null,null,null,pubmed_11779904
Polyether ether ketone (PEEK),null,null,null,null,null,null,The paper discusses PEEK composites but does not provide photophysical data for individual small molecules.,pubmed_11779900
Sulfonated polyether ether ketone (SPEEK),null,null,null,null,null,null,The paper discusses SPEEK composites but does not provide photophysical data for individual small molecules.,pubmed_11779900
Polydopamine-sulfonated polyether ether ketone (SPEEK-DA-PDABFP),null,null,null,null,null,null,The paper discusses SPEEK-DA-PDABFP composites but does not provide photophysical data for individual small molecules.,pubmed_11779900
Vascular endothelial growth factor-polydopamine-sulfonated polyether ether ketone (SPEEK-DA-PDEVFG),null,null,null,null,null,null,The paper discusses SPEEK-DA-PDEVFG composites but does not provide photophysical data for individual small molecules.,pubmed_11779900
example_1,example_2,669.29,648.8,0.88,null,2893.49,null,pubmed_11779899
null,null,null,null,null,null,null,null,pubmed_11779891
null,null,null,null,null,null,null,null,pubmed_11779861
null,null,null,null,null,null,null,null,pubmed_11779858
null,null,null,null,null,null,null,null,pubmed_11779854
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11779848
null,null,null,null,null,null,null,null,pubmed_11779823
null,null,null,null,null,null,null,null,pubmed_11779819
null,null,null,null,null,null,null,null,pubmed_11779793
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11779627
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11778925
null,null,null,null,null,null,null,null,pubmed_11778642
null,null,null,null,null,null,null,null,pubmed_11778251
CdSe/CdS DRs,hexane,557.0,null,null,null,null,"CdSe core with CdS shell, synthesized via seeded growth at 593 K, varying reaction times and temperatures to control aspect ratio and shell thickness.",pubmed_11777706
null,null,null,null,null,null,null,null,pubmed_11777314
null,null,null,null,null,null,null,null,pubmed_11777254
null,null,null,null,null,null,null,null,pubmed_11777206
null,null,null,null,null,null,null,null,pubmed_11777204
null,null,null,null,null,null,null,null,pubmed_11777198
cesium lead bromide,null,514.0,525.0,null,null,50.7,Part of a tailored perovskite microcavity with nanotextured surfaces to enhance polariton scattering and condensation at low thresholds.,pubmed_11777180
m-DT-BCzBN,toluene,468.0,495.0,0.99,null,18.2,High quantum yield with accelerated spin flip due to ICT process,pubmed_11776933
p-DT-BCzBN,toluene,469.0,497.0,0.98,null,20.5,High quantum yield with accelerated spin flip due to ICT process,pubmed_11776933
Rapamycin,water,280.0,null,null,null,null,"UV-Vis absorbance at 280 nm observed, other photophysical properties not explicitly provided.",pubmed_11776285
null,null,null,null,null,null,null,null,pubmed_11776225
null,null,null,null,null,null,null,null,pubmed_11776210
null,null,null,null,null,null,null,null,pubmed_11776012
null,null,null,null,null,null,null,null,pubmed_11775751
null,null,null,null,null,null,null,null,pubmed_11775661
null,null,null,null,null,null,null,null,pubmed_11775581
Alexa Fluor 488,water,null,null,null,null,4.0,Fluorescence lifetime of AF488 is 4 ns.,pubmed_11775579
Texas Red C2 maleimide,water,null,null,null,null,null,Used as acceptor in FRET studies.,pubmed_11775579
Malachite Green,water,617.0,null,null,null,null,Used as a test contaminant for photocatalytic degradation under UV light.,pubmed_11775505
4-Nitrophenol,water,null,null,null,null,null,Evaluated for photocatalytic reduction using ZnO NPs under sunlight.,pubmed_11775505
null,null,null,null,null,null,null,null,pubmed_11775504
null,null,null,null,null,null,null,null,pubmed_11775500
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11775499
null,null,null,null,null,null,null,null,pubmed_11775179
null,null,null,null,null,null,null,null,pubmed_11884524
TMF-1,THF,383.0,427.0,null,null,null,Optical bandgap calculated from onset of lower energy absorption edge.,pubmed_11874900
TMF-2,THF,355.0,457.0,null,null,null,Lower thermal resistance compared to TMF-1.,pubmed_11874900
TDF-1,THF,383.0,428.0,null,null,null,Similar spectral characteristics to TMF-1 with slight differences in absorption bands.,pubmed_11874900
TDF-2,THF,356.0,498.0,null,null,null,Enhanced photostability compared to diphenylamine derivatives.,pubmed_11874900
null,null,null,null,null,null,null,null,pubmed_11869981
null,null,null,null,null,null,null,null,pubmed_11867543
Citric Acid,PBS,null,null,null,null,null,5.1% CEST contrast at 0.8 ppm,pubmed_11863154
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11860566
null,null,null,null,null,null,null,null,pubmed_11860349
null,null,null,null,null,null,null,null,pubmed_11859621
all-trans-β-carotene,null,null,null,null,null,null,"Carotenoid identified in Scenedesmus obliquus extract, no photophysical data provided.",pubmed_11856458
