iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,lifetime,comments,paper
2-hexanone,water,null,null,null,null,null,Strong n-Π* interactions stabilize nanophases.,chemrxiv_10.26434_SLASH_chemrxiv-2024-8t38n
1-hexanal,water,null,null,null,null,null,Aromatic groups enable structuring through interactions.,chemrxiv_10.26434_SLASH_chemrxiv-2024-8t38n
n-hexane,water,null,null,null,null,null,No significant contribution to nanophase formation due to weak interactions.,chemrxiv_10.26434_SLASH_chemrxiv-2024-8t38n
2-phenylethanol,water,null,null,null,null,null,H-bonding and aromatic effects promote structuring.,chemrxiv_10.26434_SLASH_chemrxiv-2024-8t38n
acetophenone,water,null,null,null,null,null,Strong n-Π* and lone pair-Π interactions favor structuring.,chemrxiv_10.26434_SLASH_chemrxiv-2024-8t38n
ethylbenzene,water,null,null,null,null,null,Aromatic interactions contribute to nanophase formation.,chemrxiv_10.26434_SLASH_chemrxiv-2024-8t38n
4-phenyl-1-butene,DCE,null,null,null,null,null,Electrochemical hydrophosphorylation of alkenes and ketones using a P(V) reagent.,chemrxiv_10.26434_SLASH_chemrxiv-2024-m5v9g
dihydro-Π reagent (2),ACN,null,null,null,null,null,Phosphorylation reactions optimized for various substrates including alkenes and ketones.,chemrxiv_10.26434_SLASH_chemrxiv-2024-m5v9g
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-x0d0t
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-n178z
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d5x48
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-75cb8
Crizotinib,unknown solvent,null,null,null,unknown molar absorptivity,null,No photophysical data provided in the paper.,chemrxiv_10.26434_SLASH_chemrxiv-2024-pr56v
Lorlatinib,unknown solvent,null,null,null,unknown molar absorptivity,null,No photophysical data provided in the paper.,chemrxiv_10.26434_SLASH_chemrxiv-2024-pr56v
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pz3xw
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-47660
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4w36v
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-l36zv
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wkvw7
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5ppc5
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-078mj
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rbdj0
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wwt9k
molybdenum disulfide,2-propanol,null,812.0,null,1.2e4 (532 nm),null,MoS2 bilayer formation via liquid-liquid phase separation; emission peak at ~1.55 eV,chemrxiv_10.26434_SLASH_chemrxiv-2024-cw7wz
twisted bilayer molybdenum disulfide fragment,2-propanol,null,812.0,null,1.2e4 (532 nm),null,Twisted stacking structure formed via microdroplet fusion; photoluminescence at 1.55 eV,chemrxiv_10.26434_SLASH_chemrxiv-2024-cw7wz
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-rs0d6
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kzdm3
heptamethine cyanine with phenyl substituent,methanol/water,1029.0,1049.0,0.02,null,null,Not emissive as per Table 1.,chemrxiv_10.26434_SLASH_chemrxiv-2024-k4v5k
heptamethine cyanine with dimethylphenyl substituent,methanol/water,1011.0,998.0,0.05,null,null,Multiple morphologies observed; J2 is tubular.,chemrxiv_10.26434_SLASH_chemrxiv-2024-k4v5k
heptamethine cyanine with diethylphenyl substituent,methanol/water,1032.0,1043.0,0.02,null,null,Sheet-like and tubular morphologies formed.,chemrxiv_10.26434_SLASH_chemrxiv-2024-k4v5k
heptamethine cyanine with ditertbutylphenyl substituent,methanol/water,1034.0,1050.0,0.08,null,null,Most steric bulk leads to redshifted absorption; J1 is unstable.,chemrxiv_10.26434_SLASH_chemrxiv-2024-k4v5k
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-f1pw9
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wh9m4
Pluronic F68,null,null,null,null,null,68.0,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z79r9
Polyoxyethylene(40) stearate,null,null,null,null,null,40.0,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z79r9
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-165mk
"1,1'-bis(2,2-bisphosphonoethyl)-viologen",aqueous solution (1 M KCl and 0.1-1 M NaOH),null,null,null,null,null,"The bisphosphonate substituents enhance solubility and lower redox potential, making these viologens suitable for AOFBs with high stability.",chemrxiv_10.26434_SLASH_chemrxiv-2024-1jcnw
"1-methyl-1'-(2,2-bisphosphonoethyl)-viologen",aqueous solution (1 M KCl and 0.1-1 M NaOH),null,null,null,null,null,The methyl group and bisphosphonate substituents improve solubility and stability in AOFBs with low redox potential.,chemrxiv_10.26434_SLASH_chemrxiv-2024-1jcnw
bis-cyclometalated iridium(III) complex,CH2Cl2,null,510.0,0.5,null,10.0,Non-radiative relaxation reduces quantum yield; emission wavelengths cover 450-650 nm.,chemrxiv_10.26434_SLASH_chemrxiv-2024-cchdm
MAF-6,D2O; DMSO-d6,null,null,0.007531,null,null,"MAF-6 is a metal azolate MOF consisting of Zn2+ nodes and 2-ethylimidazolate linkers with a molecular formula of Zn(C5H7N2)2. The TGA curve shows a residue of 31% at high temperature, indicating missing linkers of ~1.5%.",chemrxiv_10.26434_SLASH_chemrxiv-2024-2bps8
ZIF-8,D2O; DMSO-d6,null,null,0.00849,null,null,"ZIF-8 is an MOF made up of Zn2+ nodes connected by 2-methylimidazolate struts with a molecular formula Zn(C4H5N2)2. The TGA shows a residue of 35% at high temperature, indicating missing linkers of ~1.5%.",chemrxiv_10.26434_SLASH_chemrxiv-2024-2bps8
MOF-5,DMSO-d6; D2SO4,null,null,0.003565,null,null,"MOF-5 consists of Zn4O nodes surrounded by terephthalate linkers with a chemical formula Zn4O(bdc)3. The TGA shows a residue of 40% at high temperature, indicating missing linkers of ~26.6%.",chemrxiv_10.26434_SLASH_chemrxiv-2024-2bps8
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-msn1r
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-t818f
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z3kww
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pvs5s
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3b54n
bromide,water,null,null,null,null,null,Digital Twin framework for bromide diffusion in silica-gel-filled capillaries; no small molecule chromophore data provided.,chemrxiv_10.26434_SLASH_chemrxiv-2024-jf17j
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6vjkz
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vtg73
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5q956-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-cvlt2-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w7r50-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8ppvf-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5zxxm-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-np8wf-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kj11f
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-91vb5
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-s3vf0
Chloromethane,Water,null,null,null,null,null,SN2 reaction between fluoride ion and chloromethane in implicit water,chemrxiv_10.26434_SLASH_chemrxiv-2024-twmlz
"2,2-dimethylisoindene",Gas phase,null,null,null,null,null,"Methyl shift of 2,2-dimethylisoindene in the gas phase",chemrxiv_10.26434_SLASH_chemrxiv-2024-twmlz
α-trichloroacetate,Dichloromethane (DCM),null,null,null,null,null,Glycosylation reaction between α-trichloroacetate and i-PrOH in explicit DCM,chemrxiv_10.26434_SLASH_chemrxiv-2024-twmlz
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-g2p6z
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vsnbb
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-35js1
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bznm6
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4lqf9
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hzssh
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3vspl
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lt67p
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ff160
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ltd9f
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mh4vk
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2hbb7
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2q6l5
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-xccl0
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lqpcj
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7n62r
"4,7-bis(9H-carbazol-3-yl)benzo[c][1,2,5]thiadiazole",null,null,null,0.79,1.2e4 (350 nm),8.51,Benzothiadiazole-based photocatalysts with tunable excited states for photocatalytic applications,chemrxiv_10.26434_SLASH_chemrxiv-2024-pktbw
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hx5gr
benzaldehyde,"acetonitrile/water, 4:1 v/v, with 0.1 M LiClO4 and 0.4 mmol of 1,4-benzoquinone",null,null,null,null,null,"Photoelectrocatalytic reduction of benzaldehyde to benzyl alcohol using CuFe2O4 photocathode with 1,4-benzoquinone as redox mediator in mixed acetonitrile/water electrolyte",chemrxiv_10.26434_SLASH_chemrxiv-2024-9brl5
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xb06z-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-m48l7
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-k04rf
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-h12mm
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ghg5c
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-c3654
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vxw92
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-khzdk
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3mw8k
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0dxz6
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1zl02
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7j7cn
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tdcl5
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-khsfs
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-26xgs
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-s5rhc
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-74zr6
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3bggv
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-smlz3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3m084
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jjxd1
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4tdgm
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kxf0x
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-2p7ch
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0npph-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-hl0p1-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4z37h-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w1qd6-v2
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-99gt2-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1xlvq-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hscrk-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zs8h9-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-p6rkv-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jz9tb
trans-4-[4-(Dimethylamino)styryl]-1-methylpyridinium iodide,water,null,null,null,null,null,t-DSMI enhances pH sensitivity in DNA-SWCNT sensors,chemrxiv_10.26434_SLASH_chemrxiv-2024-hck8q
Reichardt's dye (Betaine 30),DMSO,null,null,null,null,null,Betaine 30 boosts lipid sensing in T20-SWCNT,chemrxiv_10.26434_SLASH_chemrxiv-2024-hck8q
4-nitrobenzenediazonium tetrafluoroborate,SDBS solution,null,null,null,null,null,Mechanochemical reaction introduces sp3 quantum defects in SWCNTs; defect density controlled via milling parameters; fluorescence affected by defect density and reaction conditions.,chemrxiv_10.26434_SLASH_chemrxiv-2024-tcfnv
Photostatins (PST1-PST5),water,400.0,510.0,null,null,250.0,Study of photodynamics and quantum yields in aqueous solution; effects of substituents on non-radiative decay rates.,chemrxiv_10.26434_SLASH_chemrxiv-2024-f48g2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sp5gg
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sp5jg
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-568nn
NAD+ double-conjugate with [4-(acetyloxy)phenyl]methyl N-carbamate and Texas Red fluorophore,"PBS buffer (phosphate-buffered saline, pH 7.5, containing 137 mM NaCl, 2.7 mM KCl, 8 mM Na2HPO4, and 1.5 mM KH2PO4)",585.0,600.0,null,null,null,A fluorescent NAD+ analog for ADP-ribosylation studies with improved cell permeability and stability.,chemrxiv_10.26434_SLASH_chemrxiv-2024-7s7p7
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qt1z4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rhrwx
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5f7jc
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nh0xn
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-cbkp5
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vf94j
trastuzumab,solvent not specified,null,null,null,molar absorptivity not provided,null,comments: The paper discusses advancements in monoclonal antibody bioprocess engineering using conversational AI but does not provide specific photophysical data for any molecule.,chemrxiv_10.26434_SLASH_chemrxiv-2024-3m7m1
bevacizumab,solvent not specified,null,null,null,molar absorptivity not provided,null,"comments: Similar to trastuzumab, the paper focuses on AI applications without providing photophysical data.",chemrxiv_10.26434_SLASH_chemrxiv-2024-3m7m1
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-66jf9
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mhgmj
cyclopentane,toluene-d8,null,null,null,null,null,Catalytic dehydrogenation of cyclopentane using (iPrPCP)IrH+.,chemrxiv_10.26434_SLASH_chemrxiv-2024-plh2j
cycloheptane,toluene-d8,null,null,null,null,null,Catalytic dehydrogenation of cycloheptane using (iPrPCP)IrH+.,chemrxiv_10.26434_SLASH_chemrxiv-2024-plh2j
cyclooctane,toluene-d8,null,null,null,null,null,Catalytic dehydrogenation of cyclooctane using (iPrPCP)IrH+.,chemrxiv_10.26434_SLASH_chemrxiv-2024-plh2j
n-decane,toluene-d8,null,null,null,null,null,Catalytic dehydrogenation of n-decane using (iPrPCP)IrH+.,chemrxiv_10.26434_SLASH_chemrxiv-2024-plh2j
benzene,toluene-d8,null,null,null,null,null,Catalytic dehydrogenation of benzene using (iPrPCP)IrH+.,chemrxiv_10.26434_SLASH_chemrxiv-2024-plh2j
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nqwpb
caffeine,methanol,null,null,null,null,null,The study investigates caffeine as part of a cocrystal solvate system.,chemrxiv_10.26434_SLASH_chemrxiv-2024-3995t
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lcgb6
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-n7cs9
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3tlq2
MAH16,"methanol, water, ethanol, others",508.5,514.0,null,null,null,Fluorogenic triacylglycerol designed for lipid oxidation monitoring with unsaturated fatty acid chains cleaving upon oxidation to release fluorophores and increase fluorescence.,chemrxiv_10.26434_SLASH_chemrxiv-2024-shsjs-v3
MAH12,"methanol, water, ethanol, others",null,null,null,null,null,Control compound with saturated acyl chains less prone to lipid oxidation.,chemrxiv_10.26434_SLASH_chemrxiv-2024-shsjs-v3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-l6k5g-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-svvn0-v3
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-gjplf-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jjg4n
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vxf63-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-j4hcs
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nx480
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-l8p2v
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zq14j
glycine,null,null,null,null,null,null,Data not explicitly provided for glycine.,chemrxiv_10.26434_SLASH_chemrxiv-2024-1z98z
β-glycine,null,null,null,null,null,null,Data not explicitly provided for β-glycine.,chemrxiv_10.26434_SLASH_chemrxiv-2024-1z98z
γ-glycine,null,null,null,null,null,null,Data not explicitly provided for γ-glycine.,chemrxiv_10.26434_SLASH_chemrxiv-2024-1z98z
L-cysteine,null,null,null,null,null,null,Data not explicitly provided for L-cysteine.,chemrxiv_10.26434_SLASH_chemrxiv-2024-1z98z
N-acetyl-L-cysteine,null,null,null,null,null,null,Data not explicitly provided for N-acetyl-L-cysteine.,chemrxiv_10.26434_SLASH_chemrxiv-2024-1z98z
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5fdkt
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6flpc
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-1lj6h
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-k62t5
