mof_name,metal_center,organic_linker,crystal_system,space_group,surface_area,pore_volume,pore_size,synthesis_method,thermal_stability,chemical_stability,applications,topology_code,additional_properties,paper,TP/TN/FP/FN,Notes,rand
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10892785,,,0.555581192
Large-2D-conjugated-MOFs,Cu,HHHATN,hexagonal,P 6/mmc,10.53,0.78,24.9,Layer-by-layer growth method,Up to 300°C,Stable in air and water,"Flexible photodetectors, optoelectronic synapses",pcu,"High-quality Cu-HHHATN films with preferential orientation, high uniformity, and smooth surfaces; broadband photoresponse from UV to SWIR (370-1450 nm); synaptic plasticity similar to biological synapses for neuromorphic visual systems",pubmed_10987135,,,0.1176663889
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11014268,,,0.4773039382
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-3c5vp-v2,,,0.1078258404
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-c4dgb,,,0.6590834758
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-nxmmn,,,0.1705467608
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2zlrs,,,0.2257783609
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sw6fw,,,0.7604060092
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-f1rrc,,,0.5808215197
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11175246,,,0.0102757888
"Dearomatization Enabled by 1,3-Diaza-2-Azoniaallene Cations","1,3-Diaza-2-Azoniaallene Cation",Aromatic Compound,Cubic,P 2_1/c,640.52,0.783,9,Stirred reaction mixture immersed in a dry ice-acetone bath at -78°C to slowly warm to room temperature,Thermal stability not specified,Chemical stability not specified,Synthesis of substituted and fused arenes through a 2-carbon editing logic,pcu,Any additional relevant properties or characteristics of the MOF,chemrxiv_10.26434_SLASH_chemrxiv-2023-698w9,,,0.4971387112
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11075028,,,0.5118911371
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_2312.05046v1,,,0.1129170554
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10535278,,,0.015493212
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11125737,,,0.1193373336
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11098999,,,0.0526337891
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-xxkk8-v3,,,0.0333088192
Metal-Enhanced Catalytic Therapy,Fe,Ferroptosis inducers (MnOx),tetragonal,P 4/mmm,3.98,0.66,13.63,Synthesis of MnOx nanomaterials for Fenton/Fenton-like reactions,250°C - 300°C,High catalytic efficiency in tumor treatment,Cancer therapy through enhanced oxidative stress,dia,Metal-based nanomaterials containing reductive metals show strong killing effect on tumor cells,pubmed_10582613,,,0.0745888264
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11252372,,,0.2456555911
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10610067,,,0.3486972046
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10997342,,,0.4644685125
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5fkn5,,,0.5842793067
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kzvfq,,,0.0939831373
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vj96d-v3,,,0.4030845596
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-4b5rs,,,0.9798559141
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d4klb-v2,,,0.8734000456
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9n8zn,,,0.0720103059
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-cpbk5,,,0.3424552006
Cu-MoS,Copper,MoS2,Tetragonal,P 4/mmm,null,null,null,Synthesis of Cu-MoS using a hydrothermal method,Up to 500°C,"Stable in acidic and basic solutions, water-resistant",Electrocatalyst for overall water splitting,pcu,High electrocatalytic activity,pubmed_11279013,,,0.4050769992
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10870352,,,0.3480222044
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-7k37p-v2,,,0.3929541968
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4n9qr,,,0.7329620156
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-dmdcg,,,0.8808408289
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10227918,,,0.4244302583
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_1904.05030v1,,,0.7561269975
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9jv24,,,0.6462805727
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10465535,,,0.1505450099
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10971931,,,0.4896764366
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_2203.17072v1,,,0.6754658076
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11205474,,,0.5002257144
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11256118,,,0.9915871809
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11174810,,,0.0647120154
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11112550,,,0.7580764086
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-3149c-v2,,,0.0889494037
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11280740,,,0.7223596228
mof_name,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8b9sz-v2,,,0.0877507802
null,null,null,null,null,null,null,null,null,null,null,null,null,null,unpaywall_10.3390_SLASH_ijms24097857,,,0.3234397084
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tzplt,,,0.2830333547
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10795113,,,0.7336877089
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-n2v3r,,,0.4963209296
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_1911.04069v1,,,0.1358032464
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-gs6zn,,,0.6785243601
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11301986,,,0.5043135965
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10972362,,,0.2516794843
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1zk33,,,0.2544028768
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5tjg0-v2,,,0.3928277555
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-q45xj-v2,,,0.5732906365
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-2bmrf-v2,,,0.301358944
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10520642,,,0.6962187167
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-hnr3g-v2,,,0.5377588524
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-s0xl4,,,0.5284125679
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gnzpf,,,0.2651360242
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10782504,,,0.0478810978
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-rtpsz,,,0.711489269
AmDTC-C12C12,dodecylammonium dithiocarbamate,"N,N-didodecylamonium N,N-didodecyldithiocarbamate",tetragonal,P 4/n,98,3.59,58.08,one-step condensation between secondary amine and carbon disulfide,up to 200 °C,"stable in various chemical environments including acidic, basic, and water",synthesis of (±)-baclofen with 54% yields over three steps,pcu,reusable up to seven cycles after precipitation recovery and acidification recycling,chemrxiv_10.26434_SLASH_chemrxiv-2024-8kgf0,,,0.6379779214
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-j7m58,,,0.671196844
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11133815,,,0.575740434
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10859936,,,0.9540187356
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-sdl91-v2,,,0.8252533246
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11013442,,,0.9429016917
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11314001,,,0.844947997
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10786135,,,0.7896280808
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-cqzpr,,,0.6486037299
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11205444,,,0.1712936612
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-fdzbj,,,0.8798276361
Spoked 18-Porphyrin Nanoring,"Zn,Ni",Porphyrins,Cubic,P 2_1/c,59.82,null,null,"Co-catalyzed cyclotrimerization, oxidative coupling, fusion",400-600 °C,"Stable in acidic, basic environments, soluble in organic solvents","Photophysics model, molecule recognition receptor, expanded annulene exploration",pcu,Surface area and pore size not provided,chemrxiv_10.26434_SLASH_chemrxiv-2023-n1kzs,,,0.7052668284
Li-COF-1,Fe,"2,4,6-Triformylphloroglucinol",cubic,P 2_1/c,9.53,0.78,10.42,Synthesis of Li-COF-1 using a two-step procedure involving flash-freezing under liquid nitrogen and degassing through freeze-pump-thaw cycles followed by heating at 120°C for 3 days.,Above 200°C,Stable in acidic conditions,Used as single-ion conductor in all-solid-state lithium organic batteries with improved cycle life compared to previously reported systems.,pcu,"High ionic conductivity and compatibility with Li-metal anodes, enabling long cycle life under ambient conditions.",pubmed_11315829,,,0.899039218
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-kqqx1,,,0.5992040816
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11281093,,,0.3756658076
Fe₃O₄,Iron(III),Polydopamine-Functionalized Polyethyleneimine-Coated Ferric Chloride Hexahydrate (Tb-PDAN@FeCl₃),null,null,1.543,0.28697,null,Synthesis of Fe³O₄ Magnetic Organic Polymer: Preparation and Characterization,Up to 400°C in air atmosphere,Resistant under acidic (pH < 4) or basic conditions (> pH > 9),null,High throughput method based on MSPE for selective extraction and determination of macrolides.,pcu,pubmed_10945740,,,0.0392957311
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10698329,,,0.8345878047
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11058614,,,0.8303703594
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cpq82,,,0.5102543342
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10420917,,,0.799871915
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10848612,,,0.481395158
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rlxjk,,,0.2195870702
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2404.01339v1,,,0.0590976663
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-2fc3w,,,0.6016705474
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-6d61w,,,0.9293621851
DTICHBD9,Mo22222+,pyridine,cubic,P1,null,null,null,solvothermal reaction in dimethylformamide (DMF) of molybdenum acetate [Mo243P1c],500-800 °C,"stable in acidic, basic, and water environments","hydrogen storage, gas separation, catalysis",pcu,robustness upon activation,pubmed_10628856,,,0.7834137573
Cross-catenation between position-isomeric metallacages,Pt(II),"metallacage_1,metallacage_2",cubic,P 21/c,7499.61,0.8,76.28,"solution NMR, TOF-MS experiments",thermodynamic driving forces control the selectivity in crystallization,facile insight into achieving more precise control over low-symmetry/high-complexity hierarchical assembly systems,cross-catenated assembly from different metallacages,pcu,selective synthesis method for cross-catenanes,pubmed_10866959,,,0.8751515446
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-xvjsw,,,0.2621913983
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11073537,,,0.4339079096
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11279186,,,0.6615317897
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11187921,,,0.457574965
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-j0cfq-v2,,,0.6090356181
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-99815,,,0.8187671152
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-v7ljv,,,0.6943190857
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10702428,,,0.3935406352
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2102.12734v1,,,0.0930702037
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10868462,,,0.2369759884
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-c82v8,,,0.5431264099
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11292268,,,0.9048162194
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pcjds,,,0.327135771
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10848270,,,0.8512488515
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_1912.08364v1,,,0.7794953159
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lsv3f,,,0.5081570297
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-fcz93-v3,,,0.5615781266
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-t2c5c,,,0.339597417
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10764334,,,0.6287425526
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10784198,,,0.7324663727
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-qht6q,,,0.2504037493
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10955112,,,0.3576929411
